# recorded=2026-09-18T18:58:59+0800
# uname=Linux iZ0jl59glej0v8rv680qyqZ 6.8.0-137-generic #137-Ubuntu SMP PREEMPT_DYNAMIC Fri Jul 17 20:28:23 UTC 2026 x86_64 x86_64
# python=3.14.7 cpu_count=4
# workers=7 period_s=0.1 beats=1050
beat,wall_ms,cpu_ms,duty,units
934,101.000,50.302,0.49804,34.863
935,100.000,51.659,0.51659,36.161
936,101.001,49.846,0.49352,34.546
937,100.000,50.040,0.50040,35.028
938,100.000,50.035,0.50035,35.025
939,100.001,50.080,0.50079,35.055
940,100.003,49.921,0.49919,34.943
941,101.282,50.200,0.49564,34.695
942,100.111,49.990,0.49934,34.954
943,100.000,50.478,0.50478,35.335
944,102.602,50.346,0.49070,34.349
945,103.000,51.198,0.49706,34.795
946,100.001,50.129,0.50128,35.090
947,100.000,50.633,0.50633,35.443
948,100.000,49.349,0.49349,34.544
949,100.000,49.765,0.49765,34.835
950,100.998,51.003,0.50498,35.349
951,100.000,50.599,0.50599,35.419
952,103.000,50.113,0.48653,34.057
953,100.609,51.040,0.50732,35.512
954,100.000,50.403,0.50403,35.282
955,100.000,49.467,0.49467,34.627
956,101.391,50.883,0.50185,35.129
957,102.000,49.589,0.48617,34.032
958,100.000,50.113,0.50113,35.079
959,100.000,50.973,0.50973,35.681
960,103.000,51.260,0.49767,34.837
961,100.000,51.095,0.51095,35.767
962,102.536,50.365,0.49119,34.384
963,100.000,50.982,0.50982,35.688
964,100.000,49.223,0.49223,34.456
965,100.000,50.154,0.50154,35.108
966,100.762,49.162,0.48790,34.153
967,100.000,51.243,0.51243,35.870
968,100.702,48.861,0.48521,33.965
969,103.000,51.389,0.49892,34.925
970,103.001,51.632,0.50127,35.089
971,100.000,51.428,0.51428,35.999
972,103.000,50.597,0.49124,34.387
973,102.000,51.180,0.50177,35.124
974,103.000,51.484,0.49984,34.989
975,100.000,50.173,0.50173,35.121
976,100.000,50.078,0.50078,35.055
977,100.000,50.679,0.50679,35.475
978,101.999,49.441,0.48472,33.930
979,103.000,51.544,0.50042,35.030
980,100.002,49.904,0.49903,34.932
981,101.999,50.765,0.49770,34.839
982,101.000,50.661,0.50159,35.111
983,100.000,49.887,0.49887,34.921
984,100.000,51.382,0.51382,35.967
985,100.000,48.692,0.48692,34.084
986,100.000,51.083,0.51083,35.758
987,100.999,48.470,0.47990,33.593
988,102.000,52.120,0.51098,35.768
989,100.339,50.168,0.49999,34.999
990,100.000,50.532,0.50532,35.372
991,102.661,50.469,0.49161,34.412
992,101.001,49.418,0.48929,34.250
