# recorded=2026-09-18T16:51:18+0800
# uname=Linux iZ0jl59glej0v8rv680qyqZ 6.8.0-137-generic #137-Ubuntu SMP PREEMPT_DYNAMIC Fri Jul 17 20:28:23 UTC 2026 x86_64 x86_64
# python=3.11.15 cpu_count=4
# workers=5 period_s=0.1 beats=1050
beat,wall_ms,cpu_ms,duty,units
480,100.000,99.959,0.99958,69.971
481,100.000,99.966,0.99966,69.976
482,100.000,99.102,0.99102,69.371
483,100.000,99.057,0.99057,69.340
484,100.000,99.904,0.99904,69.933
485,100.000,99.963,0.99963,69.974
486,100.000,99.950,0.99950,69.965
487,100.000,99.901,0.99901,69.931
488,100.000,99.772,0.99772,69.841
489,100.000,99.964,0.99964,69.975
490,100.000,99.970,0.99970,69.979
491,100.000,99.845,0.99845,69.891
492,100.000,99.833,0.99833,69.883
493,100.000,99.901,0.99900,69.930
494,100.000,99.895,0.99895,69.927
495,100.000,97.570,0.97570,68.299
496,100.000,99.863,0.99863,69.904
497,100.000,99.863,0.99863,69.904
498,100.000,87.763,0.87762,61.434
499,100.000,99.008,0.99008,69.305
500,100.000,99.960,0.99960,69.972
501,100.000,99.961,0.99961,69.973
502,100.000,99.830,0.99830,69.881
503,100.000,99.859,0.99859,69.901
504,100.000,98.189,0.98189,68.733
505,100.000,99.480,0.99480,69.636
506,100.000,99.895,0.99895,69.926
507,100.000,98.789,0.98788,69.152
508,100.000,99.896,0.99896,69.927
509,100.000,99.884,0.99884,69.919
510,100.000,99.887,0.99887,69.921
511,100.000,99.477,0.99477,69.634
512,100.000,99.929,0.99928,69.950
513,100.000,98.847,0.98847,69.193
514,100.000,99.967,0.99967,69.977
515,100.000,99.982,0.99982,69.988
516,100.000,99.955,0.99955,69.969
517,100.000,99.984,0.99984,69.989
518,100.000,99.888,0.99887,69.921
519,100.000,99.981,0.99980,69.986
520,100.000,99.984,0.99984,69.989
521,100.000,99.962,0.99961,69.973
522,100.000,98.833,0.98833,69.183
523,100.000,99.975,0.99975,69.982
524,100.000,99.172,0.99172,69.421
525,100.010,76.385,0.76377,53.464
526,100.000,95.500,0.95500,66.850
527,100.000,98.989,0.98989,69.292
528,100.000,99.493,0.99493,69.645
529,100.000,99.977,0.99977,69.984
530,100.000,99.111,0.99111,69.377
531,100.000,99.236,0.99236,69.465
532,100.000,99.871,0.99871,69.910
533,100.000,98.043,0.98043,68.630
534,100.000,99.788,0.99788,69.852
535,100.000,99.459,0.99459,69.621
536,100.000,99.382,0.99382,69.567
537,100.000,99.627,0.99627,69.739
538,100.000,99.897,0.99897,69.928
539,100.000,99.864,0.99864,69.904
540,100.000,99.838,0.99838,69.887
541,100.000,99.485,0.99485,69.639
542,100.000,97.379,0.97379,68.165
543,100.000,99.820,0.99819,69.874
544,100.000,99.646,0.99646,69.752
545,100.000,91.650,0.91650,64.155
546,100.000,96.290,0.96290,67.403
547,100.000,99.860,0.99860,69.902
548,100.000,91.377,0.91377,63.964
549,100.000,99.854,0.99854,69.898
550,100.000,99.880,0.99880,69.916
551,100.000,98.203,0.98203,68.742
552,100.000,99.982,0.99982,69.987
553,100.000,99.954,0.99954,69.968
554,100.000,99.985,0.99985,69.989
555,100.000,99.985,0.99985,69.989
556,100.000,99.976,0.99976,69.983
557,100.000,99.838,0.99838,69.886
558,100.000,99.664,0.99664,69.765
559,100.000,99.183,0.99183,69.428
560,100.000,99.984,0.99984,69.989
561,100.000,99.889,0.99889,69.922
562,100.000,99.949,0.99948,69.964
563,100.000,99.871,0.99871,69.910
564,100.000,99.887,0.99887,69.921
565,100.000,97.624,0.97624,68.337
566,100.000,92.795,0.92795,64.957
567,100.000,99.909,0.99909,69.936
568,100.000,99.849,0.99849,69.894
569,100.000,99.908,0.99908,69.935
570,100.000,99.915,0.99915,69.940
571,100.000,98.135,0.98135,68.694
572,100.000,99.915,0.99915,69.940
573,100.000,99.911,0.99911,69.938
574,100.000,99.822,0.99822,69.875
575,100.000,99.825,0.99825,69.877
576,100.000,99.905,0.99905,69.933
577,100.000,99.894,0.99893,69.925
578,100.000,97.962,0.97962,68.573
579,100.000,99.851,0.99850,69.895
580,100.000,99.904,0.99904,69.933
581,100.000,99.748,0.99748,69.823
582,100.000,99.632,0.99632,69.742
583,100.000,99.895,0.99895,69.926
584,100.000,99.918,0.99918,69.943
585,100.000,99.892,0.99892,69.925
586,100.000,99.448,0.99448,69.613
587,100.000,99.897,0.99897,69.928
588,100.000,86.479,0.86478,60.535
589,100.000,99.886,0.99886,69.920
590,100.000,99.908,0.99908,69.935
591,100.000,99.857,0.99856,69.899
592,100.000,99.914,0.99914,69.940
593,100.000,99.900,0.99899,69.930
594,100.000,99.914,0.99914,69.940
595,100.000,99.874,0.99874,69.912
596,100.000,99.817,0.99817,69.872
597,100.000,98.566,0.98566,68.996
598,100.000,99.875,0.99875,69.912
599,100.000,99.892,0.99892,69.925
600,100.000,99.920,0.99920,69.944
601,100.000,99.858,0.99858,69.901
602,100.000,99.913,0.99913,69.939
603,100.000,83.528,0.83528,58.469
604,100.000,98.130,0.98130,68.691
605,100.000,99.276,0.99276,69.493
606,100.000,99.916,0.99916,69.941
607,100.000,99.766,0.99766,69.836
608,100.000,99.893,0.99893,69.925
609,100.000,95.389,0.95389,66.772
610,100.000,97.644,0.97644,68.351
611,100.000,99.136,0.99136,69.395
612,100.000,99.920,0.99920,69.944
613,100.000,99.873,0.99873,69.911
614,100.000,99.582,0.99582,69.707
615,100.000,99.706,0.99706,69.794
616,100.000,99.758,0.99758,69.831
617,100.000,99.872,0.99872,69.910
618,100.000,99.556,0.99556,69.689
619,100.000,99.870,0.99870,69.909
620,100.000,99.893,0.99893,69.925
621,100.000,99.814,0.99814,69.870
622,100.000,99.894,0.99894,69.925
623,100.000,99.870,0.99870,69.909
624,100.000,99.868,0.99868,69.908
625,100.000,99.486,0.99486,69.640
626,100.000,99.862,0.99862,69.903
627,100.000,99.872,0.99872,69.911
628,100.000,99.855,0.99855,69.899
629,100.000,99.883,0.99883,69.918
630,100.000,99.896,0.99896,69.927
631,100.000,99.842,0.99842,69.889
632,100.000,99.903,0.99903,69.932
633,100.000,99.467,0.99467,69.627
634,100.000,99.824,0.99824,69.877
635,100.000,99.489,0.99489,69.642
636,100.000,99.910,0.99909,69.937
637,100.000,99.890,0.99890,69.923
638,100.000,99.722,0.99722,69.806
639,100.000,99.796,0.99796,69.857
640,100.000,99.159,0.99159,69.411
641,100.000,99.853,0.99853,69.897
642,100.000,99.790,0.99789,69.853
643,100.000,99.867,0.99867,69.907
644,100.000,99.903,0.99903,69.932
645,100.000,99.776,0.99776,69.843
646,100.000,99.764,0.99764,69.835
647,100.000,99.880,0.99879,69.916
648,100.000,99.906,0.99906,69.934
649,100.000,99.875,0.99875,69.913
650,100.000,99.888,0.99887,69.921
651,100.000,99.879,0.99879,69.915
652,100.000,99.891,0.99891,69.924
653,100.000,95.249,0.95249,66.675
654,100.000,99.894,0.99894,69.926
655,100.000,98.697,0.98697,69.088
656,100.000,99.870,0.99869,69.909
657,100.000,99.907,0.99906,69.935
658,100.000,99.889,0.99889,69.922
659,100.000,99.490,0.99490,69.643
660,100.000,99.806,0.99805,69.864
661,100.002,99.899,0.99897,69.928
662,100.000,99.893,0.99892,69.925
663,100.000,99.867,0.99866,69.906
664,100.000,99.910,0.99910,69.937
665,100.000,99.614,0.99614,69.730
666,100.000,99.910,0.99910,69.937
667,100.000,99.857,0.99857,69.900
668,100.000,99.783,0.99783,69.848
669,100.000,99.841,0.99841,69.889
670,100.000,99.905,0.99905,69.934
671,100.000,99.087,0.99087,69.361
672,100.000,99.885,0.99885,69.919
673,100.000,99.657,0.99657,69.760
674,100.000,98.736,0.98736,69.115
675,100.000,99.691,0.99691,69.783
676,100.000,99.901,0.99901,69.931
677,100.000,99.843,0.99843,69.890
678,100.000,99.914,0.99914,69.940
679,100.000,99.891,0.99891,69.924
680,100.000,99.914,0.99914,69.940
681,100.000,99.638,0.99638,69.747
682,100.000,99.901,0.99901,69.931
683,100.000,99.868,0.99868,69.908
684,100.000,99.907,0.99907,69.935
685,100.000,99.499,0.99499,69.649
686,100.000,99.913,0.99913,69.939
687,100.000,99.596,0.99596,69.717
688,100.000,99.905,0.99905,69.933
689,100.000,99.130,0.99130,69.391
690,100.001,97.163,0.97162,68.013
691,100.000,99.725,0.99724,69.807
692,100.000,99.892,0.99892,69.924
693,100.000,99.911,0.99911,69.938
694,100.000,99.936,0.99936,69.955
695,100.000,99.912,0.99912,69.938
696,100.000,99.890,0.99890,69.923
697,100.000,99.792,0.99792,69.854
698,100.000,98.887,0.98887,69.221
699,100.000,99.937,0.99937,69.956
700,100.000,99.919,0.99919,69.943
701,100.000,99.888,0.99888,69.922
702,100.000,99.928,0.99928,69.950
703,100.000,93.211,0.93211,65.247
704,100.000,99.938,0.99938,69.957
705,100.000,99.928,0.99928,69.950
706,100.000,99.733,0.99733,69.813
707,100.000,99.820,0.99820,69.874
708,100.000,99.908,0.99908,69.936
709,100.000,99.940,0.99940,69.958
710,100.000,99.951,0.99951,69.965
711,100.000,99.917,0.99917,69.942
712,100.000,99.930,0.99930,69.951
713,100.000,99.895,0.99895,69.926
714,100.000,99.938,0.99938,69.956
715,100.000,98.979,0.98979,69.285
716,100.000,99.907,0.99907,69.935
717,100.000,99.934,0.99934,69.954
718,100.000,99.939,0.99939,69.957
719,100.000,99.925,0.99925,69.948
720,100.000,99.943,0.99943,69.960
721,100.000,99.095,0.99095,69.367
722,100.000,99.938,0.99938,69.956
723,100.000,98.921,0.98921,69.245
724,100.000,92.300,0.92300,64.610
725,100.000,91.718,0.91718,64.203
726,100.000,99.912,0.99912,69.938
727,100.000,99.943,0.99943,69.960
728,100.000,99.939,0.99939,69.957
729,100.000,99.919,0.99919,69.944
730,100.000,99.944,0.99944,69.961
731,100.000,98.860,0.98859,69.202
732,100.000,99.924,0.99924,69.947
733,100.000,93.381,0.93381,65.367
734,100.000,99.914,0.99914,69.940
735,100.000,99.901,0.99901,69.931
736,100.000,99.861,0.99860,69.902
737,100.000,99.938,0.99938,69.957
738,100.000,99.906,0.99906,69.934
739,100.000,96.914,0.96914,67.840
740,100.000,91.962,0.91962,64.374
741,100.000,99.895,0.99895,69.927
742,100.000,99.917,0.99917,69.942
743,100.000,99.862,0.99862,69.903
744,100.000,99.276,0.99276,69.493
745,100.000,99.057,0.99057,69.340
746,100.000,99.512,0.99512,69.659
747,100.000,99.902,0.99902,69.931
748,100.000,99.934,0.99934,69.954
