task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
circle,fixed10,periodic,241,0.0,194.2,0.2542,1.6198,0.0878,0.2000,4.2,53.8,0.000,0.000,0.000,155.0,0.544,0.0016
circle,bsf,periodic,241,0.0,188.9,0.1032,1.5880,0.0476,0.2010,4.1,134.4,0.000,0.000,0.000,150.7,0.529,0.0013
circle,fixed10,periodic,241,0.2,193.4,0.7813,4.7294,1.9465,0.2020,5.7,65.1,0.000,0.000,0.000,154.3,0.542,0.0107
circle,bsf,periodic,241,0.2,189.2,0.2184,1.5924,0.1948,0.2000,5.0,163.0,0.000,0.000,0.000,151.1,0.530,0.0018
fig8,fixed10,periodic,241,0.0,193.9,0.1321,1.1039,0.0502,0.2000,4.1,53.3,0.000,0.000,0.000,154.8,0.543,0.0000
fig8,bsf,periodic,241,0.0,188.0,0.0453,0.4584,0.0540,0.2000,4.0,134.3,0.000,0.000,0.000,150.0,0.526,0.0000
fig8,fixed10,periodic,241,0.2,188.4,9761.9883,26472.5214,22752.1388,0.7590,15.0,228.3,0.000,0.000,0.000,150.4,0.528,0.3877
fig8,bsf,periodic,241,0.2,189.6,0.1942,0.4676,0.1960,0.2010,5.0,163.6,0.000,0.000,0.000,151.3,0.531,0.0000
hover,fixed10,burst,241,0.0,227.8,0.0026,0.0402,0.0000,0.0060,4.0,53.3,0.000,0.000,0.000,178.5,0.626,0.0000
hover,bsf,burst,241,0.0,194.5,0.0022,0.0395,0.0000,0.1810,4.0,134.1,0.000,0.000,0.000,152.4,0.535,0.0000
hover,fixed10,burst,241,0.2,193.0,0.1899,0.2148,0.1905,0.1810,5.0,64.5,0.000,0.000,0.000,151.2,0.531,0.0000
hover,bsf,burst,241,0.2,196.8,0.1883,0.1956,0.1888,0.1810,5.0,162.9,0.000,0.000,0.000,154.2,0.541,0.0000
step,fixed10,burst,241,0.0,194.5,0.0151,0.2746,0.0001,0.1810,4.0,53.5,0.000,0.000,0.000,152.4,0.535,0.0000
step,bsf,burst,241,0.0,197.2,0.0154,0.2803,0.0003,0.1810,4.0,134.6,0.000,0.000,0.000,154.5,0.542,0.0000
step,fixed10,burst,241,0.2,198.7,0.1900,0.3715,0.1907,0.1810,5.0,64.6,0.000,0.000,0.000,155.7,0.546,0.0000
step,bsf,burst,241,0.2,194.6,0.1883,0.3648,0.1888,0.1810,5.0,163.5,0.000,0.000,0.000,152.5,0.535,0.0000
circle,fixed10,burst,241,0.0,203.2,1035.1106,3254.3220,2639.0534,0.5630,11.6,56.6,0.000,0.000,0.000,159.2,0.559,0.2785
circle,bsf,burst,241,0.0,195.2,0.1047,1.5879,0.0476,0.2000,4.1,134.8,0.000,0.000,0.000,153.0,0.537,0.0013
circle,fixed10,burst,241,0.2,192.1,2437.6067,7581.4288,6242.0055,0.5650,11.6,68.5,0.000,0.000,0.000,150.5,0.528,0.1041
circle,bsf,burst,241,0.2,197.5,0.2187,1.5924,0.1946,0.1950,5.1,164.3,0.000,0.000,0.000,154.7,0.543,0.0014
fig8,fixed10,burst,241,0.0,192.5,1798.3390,5727.6778,4659.7357,0.5650,11.2,63.4,0.000,0.000,0.000,150.9,0.529,0.0610
fig8,bsf,burst,241,0.0,190.0,0.0453,0.4584,0.0540,0.1810,4.0,135.2,0.000,0.000,0.000,148.9,0.522,0.0000
fig8,fixed10,burst,241,0.2,198.4,2312.8325,7829.8995,6162.9640,0.5410,11.7,76.1,0.000,0.000,0.000,155.5,0.546,0.1868
fig8,bsf,burst,241,0.2,195.0,0.1942,0.4676,0.1960,0.1810,5.0,164.6,0.000,0.000,0.000,152.8,0.536,0.0000
hover,fixed10,random,242,0.0,167.1,0.0039,0.0595,0.0000,0.0090,4.0,53.9,0.000,0.000,0.000,157.8,0.554,0.0000
hover,bsf,random,242,0.0,163.3,0.0034,0.0577,0.0000,0.2930,4.0,134.7,0.000,0.000,0.000,154.3,0.541,0.0000
hover,fixed10,random,242,0.2,163.7,0.1898,0.1994,0.1902,0.0150,5.0,65.4,0.000,0.000,0.000,154.7,0.543,0.0000
hover,bsf,random,242,0.2,160.8,0.1883,0.1948,0.1888,0.5420,5.0,163.9,0.000,0.000,0.000,151.9,0.533,0.0000
step,fixed10,random,242,0.0,180.4,0.0154,0.2746,0.0002,0.0080,4.0,54.0,0.000,0.000,0.000,170.5,0.598,0.0000
step,bsf,random,242,0.0,163.5,0.0156,0.2803,0.0004,0.2940,4.0,134.3,0.000,0.000,0.000,154.5,0.542,0.0000
step,fixed10,random,242,0.2,160.4,0.1899,0.3719,0.1902,0.0160,5.0,65.8,0.000,0.000,0.000,151.5,0.532,0.0000
step,bsf,random,242,0.2,161.5,0.1884,0.3648,0.1888,0.5280,5.0,164.1,0.000,0.000,0.000,152.6,0.535,0.0000
circle,fixed10,random,242,0.0,159.2,0.1247,1.6256,0.0426,0.0130,4.1,53.4,0.000,0.000,0.000,150.4,0.528,0.0016
circle,bsf,random,242,0.0,164.3,0.1046,1.6112,0.0476,0.3060,4.1,135.1,0.000,0.000,0.000,155.2,0.545,0.0013
circle,fixed10,random,242,0.2,159.8,0.2315,1.6346,0.1958,0.0170,5.0,64.9,0.000,0.000,0.000,150.9,0.530,0.0012
circle,bsf,random,242,0.2,163.2,0.2188,1.6160,0.1947,0.5260,5.1,164.2,0.000,0.000,0.000,154.2,0.541,0.0019
fig8,fixed10,random,242,0.0,159.1,0.0493,0.5162,0.0484,0.0120,4.0,53.7,0.000,0.000,0.000,150.3,0.527,0.0000
fig8,bsf,random,242,0.0,163.1,0.0462,0.4921,0.0540,0.2980,4.0,134.9,0.000,0.000,0.000,154.1,0.541,0.0000
fig8,fixed10,random,242,0.2,165.4,0.1979,0.5686,0.1961,0.0160,5.0,65.1,0.000,0.000,0.000,156.3,0.548,0.0000
fig8,bsf,random,242,0.2,161.0,0.1945,0.5015,0.1960,0.5400,5.0,164.5,0.000,0.000,0.000,152.1,0.534,0.0000
hover,fixed10,periodic,242,0.0,186.6,0.0120,0.0934,0.0009,0.2000,4.0,53.5,0.000,0.000,0.000,148.9,0.522,0.0000
hover,bsf,periodic,242,0.0,190.6,0.0034,0.0577,0.0000,0.2000,4.0,135.0,0.000,0.000,0.000,152.1,0.534,0.0000
hover,fixed10,periodic,242,0.2,200.8,0.6062,4.0766,1.1276,0.2010,5.5,66.0,0.000,0.000,0.000,160.2,0.562,0.0076
hover,bsf,periodic,242,0.2,192.8,0.1883,0.1948,0.1888,0.2010,5.0,164.4,0.000,0.000,0.000,153.9,0.540,0.0000
step,fixed10,periodic,242,0.0,195.3,0.0191,0.2746,0.0037,0.2000,4.0,53.3,0.000,0.000,0.000,155.9,0.547,0.0000
step,bsf,periodic,242,0.0,189.1,0.0156,0.2803,0.0004,0.2000,4.0,134.3,0.000,0.000,0.000,150.9,0.529,0.0000
step,fixed10,periodic,242,0.2,193.4,0.5380,4.0766,0.6491,0.2000,5.3,65.0,0.000,0.000,0.000,154.4,0.542,0.0041
step,bsf,periodic,242,0.2,186.5,0.1884,0.3648,0.1888,0.2000,5.0,163.4,0.000,0.000,0.000,148.9,0.522,0.0000
circle,fixed10,periodic,242,0.0,190.5,0.2571,1.6269,0.1523,0.2000,4.2,54.2,0.000,0.000,0.000,152.1,0.534,0.0018
circle,bsf,periodic,242,0.0,191.7,0.1045,1.6113,0.0476,0.2000,4.1,134.7,0.000,0.000,0.000,153.0,0.537,0.0013
circle,fixed10,periodic,242,0.2,193.9,112.5799,561.1848,314.4788,0.3580,8.3,65.8,0.000,0.000,0.000,154.8,0.543,0.0946
circle,bsf,periodic,242,0.2,193.0,0.2192,1.6160,0.1947,0.2000,5.1,164.1,0.000,0.000,0.000,154.1,0.541,0.0018
fig8,fixed10,periodic,242,0.0,191.5,0.1321,1.0995,0.0487,0.2000,4.1,53.9,0.000,0.000,0.000,152.8,0.536,0.0000
fig8,bsf,periodic,242,0.0,187.8,0.0462,0.4921,0.0540,0.2000,4.0,135.3,0.000,0.000,0.000,149.9,0.526,0.0000
fig8,fixed10,periodic,242,0.2,194.1,0.6934,4.6838,1.3426,0.2020,5.6,65.7,0.000,0.000,0.000,155.0,0.544,0.0099
fig8,bsf,periodic,242,0.2,192.3,0.1945,0.5015,0.1960,0.2000,5.0,164.4,0.000,0.000,0.000,153.5,0.538,0.0000
hover,fixed10,burst,242,0.0,213.3,0.0039,0.0595,0.0000,0.0910,4.0,53.2,0.000,0.000,0.000,154.4,0.542,0.0000
hover,bsf,burst,242,0.0,213.3,0.0034,0.0577,0.0000,0.0910,4.0,133.7,0.000,0.000,0.000,154.4,0.542,0.0000
hover,fixed10,burst,242,0.2,205.6,0.1897,0.1964,0.1902,0.0910,5.0,64.0,0.000,0.000,0.000,148.8,0.522,0.0000
hover,bsf,burst,242,0.2,208.8,0.1883,0.1948,0.1888,0.0910,5.0,164.1,0.000,0.000,0.000,151.1,0.530,0.0000
step,fixed10,burst,242,0.0,213.7,0.0154,0.2746,0.0002,0.0910,4.0,53.4,0.000,0.000,0.000,154.7,0.543,0.0000
step,bsf,burst,242,0.0,215.4,0.0156,0.2803,0.0004,0.0910,4.0,134.3,0.000,0.000,0.000,155.9,0.547,0.0000
step,fixed10,burst,242,0.2,207.0,0.1899,0.3715,0.1902,0.0910,5.0,64.8,0.000,0.000,0.000,149.8,0.526,0.0000
step,bsf,burst,242,0.2,208.9,0.1884,0.3648,0.1888,0.0930,5.0,164.0,0.000,0.000,0.000,151.2,0.531,0.0000
circle,fixed10,burst,242,0.0,212.8,0.1139,1.6251,0.0427,0.0910,4.0,54.0,0.000,0.000,0.000,154.1,0.541,0.0013
circle,bsf,burst,242,0.0,207.6,0.1043,1.6113,0.0476,0.1050,4.1,134.8,0.000,0.000,0.000,150.3,0.527,0.0013
circle,fixed10,burst,242,0.2,213.3,0.2249,1.6270,0.1960,0.0910,5.0,65.0,0.000,0.000,0.000,154.4,0.542,0.0013
circle,bsf,burst,242,0.2,209.7,0.2205,1.6160,0.1949,0.1070,5.1,163.8,0.000,0.000,0.000,151.8,0.533,0.0017
fig8,fixed10,burst,242,0.0,206.8,0.0466,0.5121,0.0484,0.0910,4.0,53.4,0.000,0.000,0.000,149.7,0.525,0.0000
fig8,bsf,burst,242,0.0,205.5,0.0462,0.4921,0.0540,0.0930,4.0,135.1,0.000,0.000,0.000,148.8,0.522,0.0000
fig8,fixed10,burst,242,0.2,213.7,0.1968,0.5251,0.1962,0.0910,5.0,65.6,0.000,0.000,0.000,154.7,0.543,0.0000
fig8,bsf,burst,242,0.2,217.1,0.1945,0.5015,0.1960,0.0910,5.0,163.7,0.000,0.000,0.000,157.2,0.551,0.0000
hover,fixed10,random,243,0.0,168.5,0.0030,0.0488,0.0000,0.0120,4.0,53.2,0.000,0.000,0.000,160.4,0.563,0.0000
hover,bsf,random,243,0.0,165.0,0.0026,0.0480,0.0000,0.2840,4.0,133.9,0.000,0.000,0.000,157.0,0.551,0.0000
hover,fixed10,random,243,0.2,161.3,0.1897,0.1973,0.1902,0.0280,5.0,64.7,0.000,0.000,0.000,153.6,0.539,0.0000
hover,bsf,random,243,0.2,158.5,0.1883,0.1958,0.1888,0.5410,5.0,163.3,0.000,0.000,0.000,150.9,0.529,0.0000
step,fixed10,random,243,0.0,162.9,0.0151,0.2746,0.0001,0.0160,4.0,53.4,0.000,0.000,0.000,155.0,0.544,0.0000
step,bsf,random,243,0.0,161.3,0.0155,0.2803,0.0003,0.3010,4.0,134.4,0.000,0.000,0.000,153.5,0.539,0.0000
step,fixed10,random,243,0.2,161.7,0.1897,0.3715,0.1902,0.0270,5.0,65.4,0.000,0.000,0.000,154.0,0.540,0.0000
step,bsf,random,243,0.2,159.0,0.1883,0.3648,0.1888,0.5470,5.0,164.2,0.000,0.000,0.000,151.4,0.531,0.0000
circle,fixed10,random,243,0.0,159.9,0.1100,1.5730,0.0427,0.0180,4.0,53.2,0.000,0.000,0.000,152.2,0.534,0.0012
circle,bsf,random,243,0.0,161.7,0.1019,1.5605,0.0476,0.3080,4.1,134.3,0.000,0.000,0.000,153.9,0.540,0.0012
circle,fixed10,random,243,0.2,187.9,0.2249,1.5748,0.1980,0.0190,5.0,65.2,0.000,0.000,0.000,178.8,0.627,0.0019
circle,bsf,random,243,0.2,166.2,0.2171,1.5649,0.1946,0.4770,5.1,162.7,0.000,0.000,0.000,158.2,0.555,0.0018
fig8,fixed10,random,243,0.0,161.9,0.0444,0.4696,0.0484,0.0170,4.0,53.3,0.000,0.000,0.000,154.1,0.541,0.0000
fig8,bsf,random,243,0.0,160.4,0.0450,0.4513,0.0540,0.2990,4.0,134.2,0.000,0.000,0.000,152.7,0.536,0.0000
fig8,fixed10,random,243,0.2,162.7,0.1957,0.4808,0.1961,0.0250,5.0,64.6,0.000,0.000,0.000,154.9,0.543,0.0000
fig8,bsf,random,243,0.2,160.1,0.1941,0.4604,0.1960,0.5310,5.0,164.0,0.000,0.000,0.000,152.4,0.535,0.0000
hover,fixed10,periodic,243,0.0,196.4,0.0065,0.0488,0.0004,0.2000,4.0,53.6,0.000,0.000,0.000,156.8,0.550,0.0000
hover,bsf,periodic,243,0.0,195.4,0.0026,0.0480,0.0000,0.2000,4.0,134.7,0.000,0.000,0.000,156.0,0.547,0.0000
hover,fixed10,periodic,243,0.2,186.3,223.9069,1237.7634,587.4184,0.3620,7.9,66.1,0.000,0.000,0.000,148.7,0.522,0.1288
hover,bsf,periodic,243,0.2,193.1,0.1883,0.1958,0.1888,0.2030,5.0,163.6,0.000,0.000,0.000,154.2,0.541,0.0000
step,fixed10,periodic,243,0.0,190.4,0.0162,0.2746,0.0020,0.2000,4.0,53.7,0.000,0.000,0.000,152.0,0.533,0.0000
step,bsf,periodic,243,0.0,191.3,0.0155,0.2803,0.0003,0.2000,4.0,133.5,0.000,0.000,0.000,152.7,0.536,0.0000
step,fixed10,periodic,243,0.2,197.3,0.6816,4.0338,1.3488,0.2030,5.5,64.8,0.000,0.000,0.000,157.5,0.553,0.0067
step,bsf,periodic,243,0.2,187.6,0.1883,0.3648,0.1888,0.2000,5.0,162.9,0.000,0.000,0.000,149.7,0.525,0.0000
circle,fixed10,periodic,243,0.0,191.3,0.2446,1.5730,0.0879,0.2000,4.2,54.0,0.000,0.000,0.000,152.7,0.536,0.0014
circle,bsf,periodic,243,0.0,196.1,0.1023,1.5605,0.0476,0.2000,4.1,134.6,0.000,0.000,0.000,156.5,0.549,0.0012
circle,fixed10,periodic,243,0.2,195.1,0.6881,4.7156,1.1886,0.2000,5.5,65.8,0.000,0.000,0.000,155.7,0.546,0.0113
circle,bsf,periodic,243,0.2,191.8,0.2172,1.5649,0.1947,0.2010,5.1,163.5,0.000,0.000,0.000,153.1,0.537,0.0019
fig8,fixed10,periodic,243,0.0,189.4,0.1227,1.0275,0.0487,0.2000,4.1,54.1,0.000,0.000,0.000,151.2,0.530,0.0000
fig8,bsf,periodic,243,0.0,191.9,0.0450,0.4513,0.0540,0.2000,4.0,135.3,0.000,0.000,0.000,153.2,0.537,0.0000
fig8,fixed10,periodic,243,0.2,187.8,0.6397,4.6297,1.0342,0.2000,5.5,64.8,0.000,0.000,0.000,149.9,0.526,0.0131
fig8,bsf,periodic,243,0.2,190.0,0.1941,0.4604,0.1960,0.2000,5.0,163.7,0.000,0.000,0.000,151.7,0.532,0.0000
hover,fixed10,burst,243,0.0,201.2,0.1426,1.6251,0.0065,0.1810,4.1,53.7,0.000,0.000,0.000,157.6,0.553,0.0026
hover,bsf,burst,243,0.0,197.3,0.0026,0.0480,0.0000,0.1810,4.0,135.1,0.000,0.000,0.000,154.6,0.542,0.0000
hover,fixed10,burst,243,0.2,195.6,0.3544,3.0379,0.1914,0.1810,5.1,65.3,0.000,0.000,0.000,153.2,0.538,0.0023
hover,bsf,burst,243,0.2,198.8,0.1883,0.1958,0.1888,0.1810,5.0,163.5,0.000,0.000,0.000,155.8,0.547,0.0000
step,fixed10,burst,243,0.0,194.6,2496.3180,5693.1267,5107.4496,0.9540,18.2,231.7,0.000,0.000,0.000,152.5,0.535,0.1500
step,bsf,burst,243,0.0,196.7,0.0155,0.2803,0.0003,0.1810,4.0,134.4,0.000,0.000,0.000,154.1,0.541,0.0000
step,fixed10,burst,243,0.2,196.8,1951.1839,4378.2290,3943.6309,0.9530,18.9,238.2,0.000,0.000,0.000,154.2,0.541,0.2284
step,bsf,burst,243,0.2,191.8,0.1883,0.3648,0.1888,0.1820,5.0,163.2,0.000,0.000,0.000,150.3,0.527,0.0000
circle,fixed10,burst,243,0.0,194.0,17129.5086,40011.2278,35806.7057,0.9520,18.6,233.1,0.000,0.000,0.000,152.0,0.533,0.8834
circle,bsf,burst,243,0.0,194.1,0.1024,1.5605,0.0476,0.2000,4.1,134.5,0.000,0.000,0.000,152.0,0.534,0.0012
circle,fixed10,burst,243,0.2,197.6,8211.5344,17732.8064,16143.8367,0.9520,18.7,237.6,0.000,0.000,0.000,154.8,0.543,0.4224
circle,bsf,burst,243,0.2,190.8,0.2172,1.5649,0.1946,0.1980,5.0,163.0,0.000,0.000,0.000,149.5,0.525,0.0015
fig8,fixed10,burst,243,0.0,192.4,16340.1811,38378.8216,34312.8639,0.9510,18.2,230.6,0.000,0.000,0.000,150.8,0.529,0.7730
fig8,bsf,burst,243,0.0,196.9,0.0450,0.4513,0.0540,0.1810,4.0,134.9,0.000,0.000,0.000,154.3,0.541,0.0000
fig8,fixed10,burst,243,0.2,194.7,15806.3653,37154.9438,33113.9851,0.9510,18.4,233.7,0.000,0.000,0.000,152.6,0.535,0.6565
fig8,bsf,burst,243,0.2,195.8,0.1941,0.4604,0.1960,0.1810,5.0,163.4,0.000,0.000,0.000,153.4,0.538,0.0000
hover,fixed10,random,244,0.0,166.1,0.0029,0.0445,0.0000,0.0100,4.0,53.5,0.000,0.000,0.000,156.0,0.547,0.0000
hover,bsf,random,244,0.0,162.0,0.0025,0.0440,0.0000,0.2890,4.0,134.3,0.000,0.000,0.000,152.1,0.534,0.0000
hover,fixed10,random,244,0.2,161.4,0.1897,0.1960,0.1902,0.0230,5.0,64.9,0.000,0.000,0.000,151.6,0.532,0.0000
hover,bsf,random,244,0.2,160.4,0.1883,0.1943,0.1888,0.5370,5.0,163.3,0.000,0.000,0.000,150.7,0.529,0.0000
step,fixed10,random,244,0.0,165.2,0.0151,0.2746,0.0001,0.0100,4.0,54.0,0.000,0.000,0.000,155.1,0.544,0.0000
step,bsf,random,244,0.0,159.2,0.0155,0.2803,0.0003,0.3190,4.0,135.3,0.000,0.000,0.000,149.5,0.524,0.0000
step,fixed10,random,244,0.2,163.0,0.1898,0.3715,0.1902,0.0220,5.0,64.8,0.000,0.000,0.000,153.1,0.537,0.0000
step,bsf,random,244,0.2,160.3,0.1884,0.3648,0.1888,0.5330,5.0,162.9,0.000,0.000,0.000,150.6,0.528,0.0000
circle,fixed10,random,244,0.0,165.6,4814.2089,10685.1611,9654.9723,0.9840,25.1,305.2,0.000,0.000,0.000,155.5,0.546,0.5760
circle,bsf,random,244,0.0,162.7,0.1047,1.6108,0.0476,0.3180,4.1,135.1,0.000,0.000,0.000,152.8,0.536,0.0013
circle,fixed10,random,244,0.2,161.0,7219.9997,15929.1597,14398.3122,0.9950,24.6,297.4,0.000,0.000,0.000,151.2,0.531,0.5813
circle,bsf,random,244,0.2,160.7,0.2187,1.6156,0.1946,0.5440,5.1,164.0,0.000,0.000,0.000,150.9,0.529,0.0019
fig8,fixed10,random,244,0.0,164.7,0.0468,0.5196,0.0484,0.0100,4.0,53.9,0.000,0.000,0.000,154.7,0.543,0.0000
fig8,bsf,random,244,0.0,166.2,0.0465,0.4989,0.0540,0.2750,4.0,134.8,0.000,0.000,0.000,156.1,0.548,0.0000
fig8,fixed10,random,244,0.2,160.3,0.1964,0.5359,0.1961,0.0220,5.0,65.2,0.000,0.000,0.000,150.5,0.528,0.0000
fig8,bsf,random,244,0.2,161.3,0.1946,0.5084,0.1960,0.5270,5.0,163.1,0.000,0.000,0.000,151.4,0.531,0.0000
hover,fixed10,periodic,244,0.0,194.7,0.0084,0.0659,0.0003,0.2000,4.0,53.9,0.000,0.000,0.000,155.4,0.545,0.0000
hover,bsf,periodic,244,0.0,186.4,0.0025,0.0440,0.0000,0.2000,4.0,134.1,0.000,0.000,0.000,148.8,0.522,0.0000
hover,fixed10,periodic,244,0.2,197.3,0.5336,4.1122,0.6064,0.2000,5.2,65.1,0.000,0.000,0.000,157.5,0.553,0.0046
hover,bsf,periodic,244,0.2,189.8,0.1883,0.1943,0.1888,0.2000,5.0,164.0,0.000,0.000,0.000,151.5,0.532,0.0000
step,fixed10,periodic,244,0.0,191.4,0.0171,0.2746,0.0021,0.2000,4.0,54.2,0.000,0.000,0.000,152.8,0.536,0.0000
step,bsf,periodic,244,0.0,193.4,0.0155,0.2803,0.0003,0.2000,4.0,134.6,0.000,0.000,0.000,154.4,0.542,0.0000
step,fixed10,periodic,244,0.2,190.0,0.5475,4.1122,0.6344,0.2010,5.3,65.9,0.000,0.000,0.000,151.6,0.532,0.0046
step,bsf,periodic,244,0.2,191.9,0.1884,0.3648,0.1888,0.2000,5.0,163.5,0.000,0.000,0.000,153.2,0.537,0.0000
circle,fixed10,periodic,244,0.0,189.3,0.2558,1.6345,0.0947,0.2000,4.2,53.9,0.000,0.000,0.000,151.1,0.530,0.0012
circle,bsf,periodic,244,0.0,188.3,0.1052,1.6108,0.0476,0.2010,4.1,135.1,0.000,0.000,0.000,150.3,0.527,0.0020
circle,fixed10,periodic,244,0.2,193.8,0.7050,4.8113,1.2552,0.2010,5.6,65.6,0.000,0.000,0.000,154.7,0.543,0.0150
circle,bsf,periodic,244,0.2,193.6,0.2193,1.6157,0.1946,0.2020,5.1,164.2,0.000,0.000,0.000,154.5,0.542,0.0014
fig8,fixed10,periodic,244,0.0,192.2,0.1358,1.1270,0.0487,0.2000,4.1,53.8,0.000,0.000,0.000,153.4,0.538,0.0000
fig8,bsf,periodic,244,0.0,189.5,0.0465,0.4989,0.0540,0.2000,4.0,134.5,0.000,0.000,0.000,151.3,0.531,0.0000
fig8,fixed10,periodic,244,0.2,193.5,0.7001,4.7215,1.2797,0.2010,5.7,65.3,0.000,0.000,0.000,154.4,0.542,0.0124
fig8,bsf,periodic,244,0.2,188.6,0.1946,0.5084,0.1960,0.2000,5.0,163.4,0.000,0.000,0.000,150.5,0.528,0.0000
hover,fixed10,burst,244,0.0,192.8,18328.9051,42363.6544,37946.0362,0.9910,19.4,239.3,0.000,0.000,0.000,154.7,0.543,0.8949
hover,bsf,burst,244,0.0,188.2,0.0025,0.0440,0.0000,0.2070,4.0,134.5,0.000,0.000,0.000,151.1,0.530,0.0000
hover,fixed10,burst,244,0.2,190.1,3660.4140,7840.5188,7128.3920,0.9910,19.0,234.3,0.000,0.000,0.000,152.6,0.535,0.3933
hover,bsf,burst,244,0.2,189.9,0.1883,0.1943,0.1888,0.2070,5.0,162.8,0.000,0.000,0.000,152.5,0.535,0.0000
step,fixed10,burst,244,0.0,184.5,18578.9357,42610.0493,38229.4708,0.9910,18.6,228.1,0.000,0.000,0.000,148.1,0.520,0.9032
step,bsf,burst,244,0.0,185.5,0.0155,0.2803,0.0003,0.2070,4.0,134.2,0.000,0.000,0.000,148.9,0.522,0.0000
step,fixed10,burst,244,0.2,185.3,12246.1356,28161.8499,25256.3349,0.9920,18.6,229.0,0.000,0.000,0.000,148.7,0.522,0.5428
step,bsf,burst,244,0.2,195.9,0.1884,0.3648,0.1888,0.2070,5.0,163.3,0.000,0.000,0.000,157.2,0.552,0.0000
circle,fixed10,burst,244,0.0,186.7,1305.1795,2398.2103,2244.1187,0.9920,18.8,230.2,0.000,0.000,0.000,149.9,0.526,0.3580
circle,bsf,burst,244,0.0,185.4,0.1066,1.6109,0.0476,0.2140,4.1,134.7,0.000,0.000,0.000,148.8,0.522,0.0010
circle,fixed10,burst,244,0.2,189.8,7369.3764,16143.5711,14643.2255,0.9930,19.5,235.6,0.000,0.000,0.000,152.3,0.535,0.4736
circle,bsf,burst,244,0.2,196.8,0.2194,1.6156,0.1946,0.2150,5.1,163.7,0.000,0.000,0.000,158.0,0.554,0.0014
fig8,fixed10,burst,244,0.0,189.2,6677.3933,14932.9445,13468.4050,0.9930,19.2,232.8,0.000,0.000,0.000,151.9,0.533,0.1662
fig8,bsf,burst,244,0.0,184.2,0.0465,0.4989,0.0540,0.2080,4.0,135.1,0.000,0.000,0.000,147.8,0.519,0.0000
fig8,fixed10,burst,244,0.2,184.2,5745.6299,12838.7838,11580.3372,0.9930,18.3,228.3,0.000,0.000,0.000,147.9,0.519,0.1631
fig8,bsf,burst,244,0.2,196.5,0.1946,0.5084,0.1960,0.2070,5.0,165.8,0.000,0.000,0.000,157.7,0.553,0.0000
