task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
fig8,bsf,periodic,233,0.2,195.2,0.1947,0.5281,0.1960,0.2000,5.0,161.5,0.000,0.000,0.000,155.8,0.547,0.0000
hover,fixed10,burst,233,0.0,191.8,4134.0259,9391.8437,8444.2565,0.9750,18.7,231.0,0.000,0.000,0.000,150.3,0.527,0.1588
hover,bsf,burst,233,0.0,194.8,0.0030,0.0551,0.0000,0.1810,4.0,133.3,0.000,0.000,0.000,152.7,0.536,0.0000
hover,fixed10,burst,233,0.2,196.4,4021.6964,9165.2638,8233.9288,0.9750,18.8,237.3,0.000,0.000,0.000,153.9,0.540,0.1547
hover,bsf,burst,233,0.2,192.7,0.1884,0.1936,0.1888,0.1810,5.0,162.6,0.000,0.000,0.000,151.0,0.530,0.0000
step,fixed10,burst,233,0.0,199.6,5267.9716,10915.0828,10161.8043,0.9730,19.3,238.8,0.000,0.000,0.000,156.4,0.549,0.3035
step,bsf,burst,233,0.0,191.2,0.0155,0.2803,0.0003,0.1810,4.0,133.8,0.000,0.000,0.000,149.8,0.526,0.0000
step,fixed10,burst,233,0.2,195.2,1758.3521,3839.8483,3418.2451,0.9740,18.9,236.1,0.000,0.000,0.000,153.0,0.537,0.2980
step,bsf,burst,233,0.2,195.3,0.1884,0.3648,0.1888,0.1830,5.0,162.1,0.000,0.000,0.000,153.0,0.537,0.0000
circle,fixed10,burst,233,0.0,198.3,4748.1332,10679.7217,9626.6155,0.9750,19.3,240.2,0.000,0.000,0.000,155.4,0.545,0.1539
circle,bsf,burst,233,0.0,203.0,0.1050,1.6174,0.0476,0.1950,4.1,134.2,0.000,0.000,0.000,159.1,0.558,0.0013
circle,fixed10,burst,233,0.2,197.6,6210.0829,14054.1709,12648.5858,0.9750,19.2,239.5,0.000,0.000,0.000,154.9,0.543,0.1868
circle,bsf,burst,233,0.2,193.6,0.2199,1.6224,0.1948,0.1970,5.1,161.7,0.000,0.000,0.000,151.7,0.532,0.0018
fig8,fixed10,burst,233,0.0,193.1,3680.4508,7656.7012,7079.2960,0.9740,18.5,230.6,0.000,0.000,0.000,151.3,0.531,0.2261
fig8,bsf,burst,233,0.0,195.1,0.0471,0.5186,0.0540,0.1820,4.0,134.5,0.000,0.000,0.000,152.9,0.536,0.0000
fig8,fixed10,burst,233,0.2,197.2,4273.2241,9650.7713,8689.4492,0.9750,19.2,238.9,0.000,0.000,0.000,154.5,0.542,0.1626
fig8,bsf,burst,233,0.2,194.8,0.1947,0.5281,0.1960,0.1820,5.0,163.5,0.000,0.000,0.000,152.7,0.536,0.0000
hover,fixed10,random,234,0.0,160.5,0.0022,0.0362,0.0000,0.0140,4.0,52.8,0.000,0.000,0.000,152.9,0.537,0.0000
hover,bsf,random,234,0.0,159.3,0.0019,0.0358,0.0000,0.3150,4.0,133.5,0.000,0.000,0.000,151.8,0.532,0.0000
hover,fixed10,random,234,0.2,162.5,0.1897,0.1946,0.1902,0.0200,5.0,64.3,0.000,0.000,0.000,154.8,0.543,0.0000
hover,bsf,random,234,0.2,166.9,0.1883,0.1941,0.1888,0.4570,5.0,162.9,0.000,0.000,0.000,159.0,0.558,0.0000
step,fixed10,random,234,0.0,158.6,0.0150,0.2746,0.0001,0.0140,4.0,53.0,0.000,0.000,0.000,151.1,0.530,0.0000
step,bsf,random,234,0.0,158.6,0.0154,0.2803,0.0003,0.3340,4.0,134.7,0.000,0.000,0.000,151.1,0.530,0.0000
step,fixed10,random,234,0.2,164.2,0.1898,0.3715,0.1902,0.0180,5.0,64.8,0.000,0.000,0.000,156.4,0.549,0.0000
step,bsf,random,234,0.2,158.8,0.1884,0.3648,0.1888,0.5230,5.0,162.6,0.000,0.000,0.000,151.2,0.531,0.0000
circle,fixed10,random,234,0.0,158.6,0.1111,1.5602,0.0427,0.0150,4.1,53.5,0.000,0.000,0.000,151.1,0.530,0.0018
circle,bsf,random,234,0.0,158.0,0.1005,1.5463,0.0476,0.3440,4.1,135.3,0.000,0.000,0.000,150.5,0.528,0.0012
circle,fixed10,random,234,0.2,161.2,18682.3026,41895.5942,37781.6340,0.9930,24.6,302.2,0.000,0.000,0.000,153.5,0.539,0.5923
circle,bsf,random,234,0.2,155.8,0.2163,1.5511,0.1946,0.5620,5.1,162.8,0.000,0.000,0.000,148.4,0.521,0.0013
fig8,fixed10,random,234,0.0,162.3,0.0464,0.5216,0.0484,0.0150,4.0,52.8,0.000,0.000,0.000,154.6,0.542,0.0000
fig8,bsf,random,234,0.0,157.4,0.0465,0.5015,0.0540,0.3290,4.0,133.6,0.000,0.000,0.000,149.9,0.526,0.0000
fig8,fixed10,random,234,0.2,159.5,0.1965,0.5306,0.1961,0.0200,5.0,65.5,0.000,0.000,0.000,151.9,0.533,0.0000
fig8,bsf,random,234,0.2,161.5,0.1945,0.5109,0.1960,0.4960,5.0,162.8,0.000,0.000,0.000,153.8,0.540,0.0000
hover,fixed10,periodic,234,0.0,229.1,0.0022,0.0362,0.0000,0.0080,4.0,53.7,0.000,0.000,0.000,182.9,0.642,0.0000
hover,bsf,periodic,234,0.0,189.3,0.0019,0.0358,0.0000,0.2000,4.0,134.4,0.000,0.000,0.000,151.1,0.530,0.0000
hover,fixed10,periodic,234,0.2,191.6,0.5656,4.0449,0.9841,0.2030,5.4,65.2,0.000,0.000,0.000,152.9,0.537,0.0067
hover,bsf,periodic,234,0.2,197.4,0.1883,0.1941,0.1888,0.2000,5.0,162.3,0.000,0.000,0.000,157.6,0.553,0.0000
step,fixed10,periodic,234,0.0,195.7,0.0153,0.2746,0.0011,0.2000,4.0,53.8,0.000,0.000,0.000,156.2,0.548,0.0000
step,bsf,periodic,234,0.0,195.7,0.0154,0.2803,0.0003,0.2000,4.0,133.9,0.000,0.000,0.000,156.2,0.548,0.0000
step,fixed10,periodic,234,0.2,188.0,0.5087,4.0449,0.4058,0.2000,5.2,65.0,0.000,0.000,0.000,150.0,0.526,0.0017
step,bsf,periodic,234,0.2,189.1,0.1884,0.3648,0.1888,0.2010,5.0,162.0,0.000,0.000,0.000,150.9,0.529,0.0000
circle,fixed10,periodic,234,0.0,187.0,0.2463,1.5731,0.0990,0.2000,4.2,53.6,0.000,0.000,0.000,149.2,0.524,0.0008
circle,bsf,periodic,234,0.0,194.0,0.1006,1.5463,0.0476,0.2020,4.1,134.5,0.000,0.000,0.000,154.8,0.543,0.0012
circle,fixed10,periodic,234,0.2,192.7,8922.1800,23384.7150,20231.6266,0.8300,16.8,235.5,0.000,0.000,0.000,153.8,0.540,0.5342
circle,bsf,periodic,234,0.2,201.1,0.2164,1.5511,0.1947,0.2010,5.1,163.5,0.000,0.000,0.000,160.5,0.563,0.0013
fig8,fixed10,periodic,234,0.0,192.9,0.1285,1.0631,0.0487,0.2000,4.1,53.2,0.000,0.000,0.000,154.0,0.540,0.0000
fig8,bsf,periodic,234,0.0,194.0,0.0465,0.5015,0.0540,0.2000,4.0,134.5,0.000,0.000,0.000,154.9,0.543,0.0000
fig8,fixed10,periodic,234,0.2,196.5,0.6604,4.6474,1.1698,0.2010,5.5,64.6,0.000,0.000,0.000,156.9,0.550,0.0120
fig8,bsf,periodic,234,0.2,193.0,0.1945,0.5109,0.1960,0.2010,5.0,163.6,0.000,0.000,0.000,154.1,0.541,0.0000
hover,fixed10,burst,234,0.0,184.8,0.1823,1.8910,0.0099,0.2420,4.1,53.7,0.000,0.000,0.000,153.2,0.538,0.0023
hover,bsf,burst,234,0.0,184.8,0.0019,0.0358,0.0000,0.2410,4.0,134.6,0.000,0.000,0.000,153.2,0.538,0.0000
hover,fixed10,burst,234,0.2,181.7,3900.3866,11528.9544,9595.1301,0.6950,13.6,226.9,0.000,0.000,0.000,150.7,0.529,0.4009
hover,bsf,burst,234,0.2,184.2,0.1883,0.1941,0.1888,0.2410,5.0,163.5,0.000,0.000,0.000,152.7,0.536,0.0000
step,fixed10,burst,234,0.0,181.3,0.1760,1.8293,0.0316,0.2420,4.1,52.9,0.000,0.000,0.000,150.3,0.527,0.0023
step,bsf,burst,234,0.0,183.2,0.0154,0.2803,0.0003,0.2410,4.0,133.9,0.000,0.000,0.000,151.9,0.533,0.0000
step,fixed10,burst,234,0.2,180.3,9.9967,104.7034,10.4764,0.2950,6.6,64.4,0.000,0.000,0.000,149.5,0.525,0.0343
step,bsf,burst,234,0.2,185.1,0.1884,0.3648,0.1888,0.2410,5.0,163.0,0.000,0.000,0.000,153.4,0.538,0.0000
circle,fixed10,burst,234,0.0,181.4,2544.7198,7784.7772,6254.8769,0.7190,14.3,228.0,0.000,0.000,0.000,150.4,0.528,0.4219
circle,bsf,burst,234,0.0,183.0,0.1005,1.5463,0.0476,0.2560,4.1,134.1,0.000,0.000,0.000,151.7,0.532,0.0012
circle,fixed10,burst,234,0.2,180.8,219.2300,459.0069,427.8886,0.7190,14.6,226.8,0.000,0.000,0.000,149.9,0.526,0.1795
circle,bsf,burst,234,0.2,184.5,0.2164,1.5511,0.1947,0.2540,5.1,162.5,0.000,0.000,0.000,153.0,0.537,0.0013
fig8,fixed10,burst,234,0.0,187.8,856.4983,1919.6323,1784.1090,0.7190,14.8,236.2,0.000,0.000,0.000,155.7,0.546,0.1990
fig8,bsf,burst,234,0.0,188.5,0.0465,0.5015,0.0540,0.2410,4.0,133.8,0.000,0.000,0.000,156.3,0.548,0.0000
fig8,fixed10,burst,234,0.2,189.4,1511.0785,3888.2274,3406.7509,0.7190,15.1,237.9,0.000,0.000,0.000,157.1,0.551,0.1533
fig8,bsf,burst,234,0.2,177.8,0.1945,0.5109,0.1960,0.2410,5.0,163.9,0.000,0.000,0.000,147.4,0.517,0.0000
hover,fixed10,random,235,0.0,162.7,0.0037,0.0604,0.0000,0.0140,4.0,53.0,0.000,0.000,0.000,152.2,0.534,0.0000
hover,bsf,random,235,0.0,161.3,0.0032,0.0591,0.0000,0.3020,4.0,133.7,0.000,0.000,0.000,150.8,0.529,0.0000
hover,fixed10,random,235,0.2,162.7,0.1898,0.1952,0.1902,0.0250,5.0,64.0,0.000,0.000,0.000,152.2,0.534,0.0000
hover,bsf,random,235,0.2,159.5,0.1884,0.1935,0.1888,0.5270,5.0,162.8,0.000,0.000,0.000,149.2,0.523,0.0000
step,fixed10,random,235,0.0,159.3,0.0151,0.2746,0.0001,0.0150,4.0,52.6,0.000,0.000,0.000,149.0,0.523,0.0000
step,bsf,random,235,0.0,164.7,0.0156,0.2803,0.0003,0.2830,4.0,133.9,0.000,0.000,0.000,154.0,0.540,0.0000
step,fixed10,random,235,0.2,168.7,0.1899,0.3715,0.1902,0.0230,5.0,64.5,0.000,0.000,0.000,157.8,0.554,0.0000
step,bsf,random,235,0.2,159.9,0.1884,0.3648,0.1888,0.5350,5.0,163.2,0.000,0.000,0.000,149.5,0.525,0.0000
circle,fixed10,random,235,0.0,162.7,1140.7079,2086.7505,1961.2775,0.9950,24.8,297.9,0.000,0.000,0.000,152.2,0.534,0.3489
circle,bsf,random,235,0.0,164.1,0.1048,1.5829,0.0477,0.3150,4.2,134.9,0.000,0.000,0.000,153.5,0.539,0.0012
circle,fixed10,random,235,0.2,164.9,11284.4728,25169.7628,22721.6468,0.9930,25.4,303.2,0.000,0.000,0.000,154.2,0.541,0.5579
circle,bsf,random,235,0.2,161.3,0.2175,1.5879,0.1946,0.5230,5.1,163.0,0.000,0.000,0.000,150.9,0.529,0.0013
fig8,fixed10,random,235,0.0,163.2,0.0477,0.5455,0.0484,0.0150,4.0,53.4,0.000,0.000,0.000,152.6,0.536,0.0000
fig8,bsf,random,235,0.0,160.1,0.0473,0.5241,0.0540,0.3080,4.0,134.2,0.000,0.000,0.000,149.8,0.525,0.0000
fig8,fixed10,random,235,0.2,162.1,0.1967,0.5594,0.1961,0.0290,5.0,64.6,0.000,0.000,0.000,151.6,0.532,0.0000
fig8,bsf,random,235,0.2,165.1,0.1948,0.5337,0.1960,0.4940,5.0,162.8,0.000,0.000,0.000,154.4,0.542,0.0000
hover,fixed10,periodic,235,0.0,189.5,0.0092,0.0649,0.0003,0.2000,4.0,53.1,0.000,0.000,0.000,151.2,0.531,0.0000
hover,bsf,periodic,235,0.0,192.0,0.0032,0.0591,0.0000,0.2000,4.0,133.6,0.000,0.000,0.000,153.2,0.538,0.0000
hover,fixed10,periodic,235,0.2,191.3,0.5332,4.1073,0.5429,0.2000,5.2,65.3,0.000,0.000,0.000,152.7,0.536,0.0032
hover,bsf,periodic,235,0.2,190.4,0.1884,0.1935,0.1888,0.2000,5.0,162.2,0.000,0.000,0.000,152.0,0.533,0.0000
step,fixed10,periodic,235,0.0,192.6,0.0175,0.2746,0.0019,0.2000,4.0,53.1,0.000,0.000,0.000,153.7,0.539,0.0000
step,bsf,periodic,235,0.0,188.7,0.0156,0.2803,0.0003,0.2000,4.0,133.0,0.000,0.000,0.000,150.6,0.528,0.0000
step,fixed10,periodic,235,0.2,192.8,0.5251,4.1073,0.5959,0.2000,5.2,65.7,0.000,0.000,0.000,153.9,0.540,0.0048
step,bsf,periodic,235,0.2,187.9,0.1884,0.3648,0.1888,0.2010,5.0,162.4,0.000,0.000,0.000,150.0,0.526,0.0000
circle,fixed10,periodic,235,0.0,195.1,0.2543,1.6304,0.1059,0.2000,4.2,53.1,0.000,0.000,0.000,155.7,0.546,0.0012
circle,bsf,periodic,235,0.0,191.3,0.1038,1.5829,0.0476,0.2030,4.1,133.5,0.000,0.000,0.000,152.7,0.536,0.0012
circle,fixed10,periodic,235,0.2,192.4,0.8054,4.8046,1.9337,0.2040,5.7,64.7,0.000,0.000,0.000,153.6,0.539,0.0077
circle,bsf,periodic,235,0.2,189.6,0.2203,1.5879,0.1950,0.2030,5.1,162.5,0.000,0.000,0.000,151.4,0.531,0.0013
fig8,fixed10,periodic,235,0.0,189.3,0.1362,1.1216,0.0487,0.2000,4.1,53.9,0.000,0.000,0.000,151.1,0.530,0.0000
fig8,bsf,periodic,235,0.0,189.9,0.0473,0.5241,0.0540,0.2000,4.0,134.6,0.000,0.000,0.000,151.6,0.532,0.0000
fig8,fixed10,periodic,235,0.2,188.5,7310.1276,20324.8610,17303.1225,0.7550,15.0,228.0,0.000,0.000,0.000,150.5,0.528,0.6432
fig8,bsf,periodic,235,0.2,190.4,0.1948,0.5337,0.1960,0.2010,5.0,163.2,0.000,0.000,0.000,152.0,0.533,0.0000
hover,fixed10,burst,235,0.0,220.8,0.0037,0.0604,0.0000,0.0090,4.0,53.1,0.000,0.000,0.000,177.9,0.624,0.0000
hover,bsf,burst,235,0.0,185.9,0.0032,0.0591,0.0000,0.2110,4.0,133.7,0.000,0.000,0.000,149.8,0.526,0.0000
hover,fixed10,burst,235,0.2,185.6,10595.9214,27294.6492,23812.7844,0.8460,16.1,228.4,0.000,0.000,0.000,149.6,0.525,0.6196
hover,bsf,burst,235,0.2,195.3,0.1884,0.1935,0.1888,0.2110,5.0,164.4,0.000,0.000,0.000,157.4,0.552,0.0000
step,fixed10,burst,235,0.0,192.5,0.0168,0.2746,0.0149,0.2110,4.0,53.1,0.000,0.000,0.000,155.1,0.544,0.0000
step,bsf,burst,235,0.0,192.3,0.0156,0.2803,0.0003,0.2110,4.0,133.9,0.000,0.000,0.000,154.9,0.544,0.0000
step,fixed10,burst,235,0.2,187.5,2309.0468,8007.8566,6220.7178,0.5760,11.6,68.1,0.000,0.000,0.000,151.1,0.530,0.3866
step,bsf,burst,235,0.2,186.8,0.1884,0.3648,0.1888,0.2110,5.0,163.3,0.000,0.000,0.000,150.5,0.528,0.0000
circle,fixed10,burst,235,0.0,187.6,4060.3848,11951.9669,10137.6980,0.6260,12.5,226.8,0.000,0.000,0.000,151.2,0.530,0.3349
circle,bsf,burst,235,0.0,197.1,0.1038,1.5829,0.0476,0.2260,4.1,133.3,0.000,0.000,0.000,158.8,0.557,0.0012
circle,fixed10,burst,235,0.2,192.4,10700.3941,27378.2815,23901.4838,0.8450,16.9,237.7,0.000,0.000,0.000,155.0,0.544,0.7166
circle,bsf,burst,235,0.2,189.5,0.2204,1.5879,0.1953,0.2320,5.1,164.5,0.000,0.000,0.000,152.7,0.536,0.0013
fig8,fixed10,burst,235,0.0,185.4,839.4137,2651.6604,2142.3428,0.6160,12.0,223.8,0.000,0.000,0.000,149.4,0.524,0.2922
fig8,bsf,burst,235,0.0,185.4,0.0473,0.5241,0.0540,0.2120,4.0,134.8,0.000,0.000,0.000,149.3,0.524,0.0000
fig8,fixed10,burst,235,0.2,191.1,8806.0296,22692.2431,19793.0735,0.8460,16.7,235.4,0.000,0.000,0.000,154.0,0.540,0.5199
fig8,bsf,burst,235,0.2,189.1,0.1948,0.5337,0.1960,0.2120,5.0,163.3,0.000,0.000,0.000,152.4,0.535,0.0000
hover,fixed10,random,236,0.0,165.6,0.0037,0.0573,0.0000,0.0090,4.0,53.9,0.000,0.000,0.000,155.0,0.544,0.0000
hover,bsf,random,236,0.0,160.5,0.0031,0.0561,0.0000,0.3070,4.0,134.6,0.000,0.000,0.000,150.3,0.527,0.0000
hover,fixed10,random,236,0.2,161.7,0.1896,0.1976,0.1902,0.0190,5.0,65.7,0.000,0.000,0.000,151.3,0.531,0.0000
hover,bsf,random,236,0.2,164.1,0.1883,0.1962,0.1888,0.5000,5.0,163.8,0.000,0.000,0.000,153.6,0.539,0.0000
step,fixed10,random,236,0.0,162.9,0.0153,0.2746,0.0001,0.0090,4.0,53.3,0.000,0.000,0.000,152.5,0.535,0.0000
step,bsf,random,236,0.0,169.1,0.0156,0.2803,0.0003,0.2580,4.0,134.8,0.000,0.000,0.000,158.3,0.555,0.0000
step,fixed10,random,236,0.2,160.5,0.1897,0.3715,0.1902,0.0180,5.0,64.6,0.000,0.000,0.000,150.2,0.527,0.0000
step,bsf,random,236,0.2,165.5,0.1883,0.3648,0.1888,0.4760,5.0,162.8,0.000,0.000,0.000,154.9,0.544,0.0000
circle,fixed10,random,236,0.0,160.2,19243.7029,43916.9450,39462.1584,0.9950,24.4,295.8,0.000,0.000,0.000,149.9,0.526,0.6638
circle,bsf,random,236,0.0,161.1,0.1000,1.5240,0.0476,0.3130,4.1,134.3,0.000,0.000,0.000,150.8,0.529,0.0012
circle,fixed10,random,236,0.2,163.0,3575.6758,7850.7153,7086.8893,0.9790,24.6,298.7,0.000,0.000,0.000,152.6,0.536,0.4168
circle,bsf,random,236,0.2,159.8,0.2161,1.5283,0.1946,0.5340,5.1,162.8,0.000,0.000,0.000,149.6,0.525,0.0013
fig8,fixed10,random,236,0.0,164.7,0.0441,0.4593,0.0484,0.0090,4.0,54.0,0.000,0.000,0.000,154.1,0.541,0.0000
fig8,bsf,random,236,0.0,162.9,0.0447,0.4415,0.0540,0.2900,4.0,133.5,0.000,0.000,0.000,152.5,0.535,0.0000
fig8,fixed10,random,236,0.2,161.5,0.1956,0.4717,0.1961,0.0180,5.0,65.4,0.000,0.000,0.000,151.1,0.530,0.0000
fig8,bsf,random,236,0.2,161.3,0.1940,0.4504,0.1960,0.5210,5.0,163.4,0.000,0.000,0.000,151.0,0.530,0.0000
hover,fixed10,periodic,236,0.0,194.0,0.0104,0.0764,0.0007,0.2000,4.0,54.4,0.000,0.000,0.000,154.8,0.543,0.0000
hover,bsf,periodic,236,0.0,188.8,0.0031,0.0561,0.0000,0.2000,4.0,134.3,0.000,0.000,0.000,150.7,0.529,0.0000
hover,fixed10,periodic,236,0.2,191.8,0.5567,3.9976,0.6853,0.2000,5.3,66.3,0.000,0.000,0.000,153.1,0.537,0.0030
hover,bsf,periodic,236,0.2,198.1,0.1883,0.1962,0.1888,0.2020,5.0,162.8,0.000,0.000,0.000,158.1,0.555,0.0000
step,fixed10,periodic,236,0.0,190.6,0.0181,0.2746,0.0034,0.2000,4.0,53.6,0.000,0.000,0.000,152.1,0.534,0.0000
step,bsf,periodic,236,0.0,192.0,0.0156,0.2803,0.0003,0.2000,4.0,133.8,0.000,0.000,0.000,153.2,0.538,0.0000
step,fixed10,periodic,236,0.2,200.8,0.5795,3.9976,1.0679,0.2010,5.4,65.3,0.000,0.000,0.000,160.2,0.562,0.0063
step,bsf,periodic,236,0.2,188.8,0.1883,0.3648,0.1888,0.2000,5.0,163.1,0.000,0.000,0.000,150.7,0.529,0.0000
circle,fixed10,periodic,236,0.0,190.7,0.2419,1.5405,0.0997,0.2000,4.2,54.6,0.000,0.000,0.000,152.2,0.534,0.0008
circle,bsf,periodic,236,0.0,192.4,0.0995,1.5241,0.0476,0.2010,4.1,135.5,0.000,0.000,0.000,153.6,0.539,0.0012
circle,fixed10,periodic,236,0.2,192.3,4804.3979,14497.7189,11959.8531,0.6780,14.0,232.1,0.000,0.000,0.000,153.5,0.539,0.5159
circle,bsf,periodic,236,0.2,188.9,0.2166,1.5284,0.1947,0.2030,5.1,163.0,0.000,0.000,0.000,150.8,0.529,0.0017
fig8,fixed10,periodic,236,0.0,191.2,0.1230,1.0303,0.0487,0.2000,4.1,54.5,0.000,0.000,0.000,152.6,0.535,0.0000
fig8,bsf,periodic,236,0.0,192.8,0.0447,0.4415,0.0540,0.2000,4.0,133.5,0.000,0.000,0.000,153.9,0.540,0.0000
fig8,fixed10,periodic,236,0.2,192.6,0.6416,4.5970,1.0566,0.2010,5.5,65.4,0.000,0.000,0.000,153.8,0.540,0.0127
fig8,bsf,periodic,236,0.2,187.5,0.1940,0.4504,0.1960,0.2000,5.0,163.8,0.000,0.000,0.000,149.6,0.525,0.0000
hover,fixed10,burst,236,0.0,209.4,0.0138,0.0878,0.0002,0.1210,4.0,53.8,0.000,0.000,0.000,155.6,0.546,0.0000
hover,bsf,burst,236,0.0,204.0,0.0031,0.0561,0.0000,0.1210,4.0,134.2,0.000,0.000,0.000,151.5,0.532,0.0000
hover,fixed10,burst,236,0.2,212.3,1.4261,9.6648,2.3659,0.1330,5.7,65.1,0.000,0.000,0.000,157.7,0.553,0.0097
hover,bsf,burst,236,0.2,201.1,0.1883,0.1962,0.1888,0.1230,5.0,164.3,0.000,0.000,0.000,149.4,0.524,0.0000
step,fixed10,burst,236,0.0,201.1,0.0202,0.2744,0.0165,0.1210,4.0,53.4,0.000,0.000,0.000,149.4,0.524,0.0000
step,bsf,burst,236,0.0,198.8,0.0156,0.2803,0.0003,0.1210,4.0,134.5,0.000,0.000,0.000,147.6,0.518,0.0000
step,fixed10,burst,236,0.2,208.0,13595.8801,31382.9918,28123.2639,0.9810,19.5,236.9,0.000,0.000,0.000,154.5,0.542,0.5278
step,bsf,burst,236,0.2,205.2,0.1883,0.3648,0.1888,0.1210,5.0,162.9,0.000,0.000,0.000,152.5,0.535,0.0000
circle,fixed10,burst,236,0.0,204.6,0.2882,1.5556,0.0453,0.1220,4.1,54.7,0.000,0.000,0.000,151.9,0.533,0.0011
circle,bsf,burst,236,0.0,208.2,0.0999,1.5241,0.0476,0.1210,4.1,133.4,0.000,0.000,0.000,154.7,0.543,0.0017
circle,fixed10,burst,236,0.2,208.3,1.5280,10.2507,2.1768,0.1290,5.5,66.0,0.000,0.000,0.000,154.7,0.543,0.0055
circle,bsf,burst,236,0.2,205.0,0.2166,1.5284,0.1947,0.1230,5.1,164.0,0.000,0.000,0.000,152.3,0.534,0.0017
fig8,fixed10,burst,236,0.0,204.5,0.1818,1.3266,0.0697,0.1210,4.1,54.3,0.000,0.000,0.000,151.9,0.533,0.0000
fig8,bsf,burst,236,0.0,201.7,0.0447,0.4415,0.0540,0.1210,4.0,134.5,0.000,0.000,0.000,149.8,0.526,0.0000
fig8,fixed10,burst,236,0.2,204.5,1.4918,10.2343,1.5061,0.1290,5.5,65.0,0.000,0.000,0.000,151.9,0.533,0.0074
fig8,bsf,burst,236,0.2,209.8,0.1940,0.4504,0.1960,0.1210,5.0,162.2,0.000,0.000,0.000,155.8,0.547,0.0000
hover,fixed10,random,237,0.0,162.9,0.0032,0.0508,0.0000,0.0110,4.0,54.1,0.000,0.000,0.000,152.6,0.536,0.0000
hover,bsf,random,237,0.0,166.0,0.0027,0.0499,0.0000,0.2560,4.0,134.6,0.000,0.000,0.000,155.5,0.546,0.0000
hover,fixed10,random,237,0.2,170.2,0.1898,0.1956,0.1902,0.0160,5.0,65.1,0.000,0.000,0.000,159.4,0.559,0.0000
hover,bsf,random,237,0.2,161.6,0.1883,0.1939,0.1888,0.5060,5.0,162.8,0.000,0.000,0.000,151.4,0.531,0.0000
step,fixed10,random,237,0.0,161.1,0.0152,0.2746,0.0001,0.0120,4.0,53.9,0.000,0.000,0.000,150.9,0.530,0.0000
step,bsf,random,237,0.0,170.6,0.0155,0.2803,0.0003,0.2450,4.0,133.9,0.000,0.000,0.000,159.8,0.561,0.0000
step,fixed10,random,237,0.2,160.7,0.1899,0.3719,0.1902,0.0180,5.0,63.7,0.000,0.000,0.000,150.6,0.528,0.0000
step,bsf,random,237,0.2,161.2,0.1884,0.3648,0.1888,0.5050,5.0,162.1,0.000,0.000,0.000,151.0,0.530,0.0000
circle,fixed10,random,237,0.0,160.9,0.1111,1.5927,0.0426,0.0120,4.0,53.7,0.000,0.000,0.000,150.7,0.529,0.0018
circle,bsf,random,237,0.0,164.5,0.1029,1.5783,0.0476,0.2850,4.1,134.6,0.000,0.000,0.000,154.1,0.541,0.0012
circle,fixed10,random,237,0.2,166.2,0.2244,1.5947,0.1956,0.0170,5.0,65.7,0.000,0.000,0.000,155.7,0.546,0.0019
circle,bsf,random,237,0.2,163.2,0.2173,1.5832,0.1946,0.5030,5.1,162.8,0.000,0.000,0.000,152.8,0.536,0.0013
fig8,fixed10,random,237,0.0,166.3,0.0472,0.5324,0.0484,0.0110,4.0,53.4,0.000,0.000,0.000,155.7,0.546,0.0000
fig8,bsf,random,237,0.0,164.7,0.0469,0.5114,0.0540,0.2670,4.0,133.0,0.000,0.000,0.000,154.3,0.541,0.0000
fig8,fixed10,random,237,0.2,160.9,0.1966,0.5475,0.1961,0.0190,5.0,64.4,0.000,0.000,0.000,150.7,0.529,0.0000
fig8,bsf,random,237,0.2,189.8,0.1947,0.5209,0.1960,0.3270,5.0,163.6,0.000,0.000,0.000,177.8,0.624,0.0000
hover,fixed10,periodic,237,0.0,189.6,0.0089,0.0678,0.0003,0.2000,4.0,53.7,0.000,0.000,0.000,151.3,0.531,0.0000
hover,bsf,periodic,237,0.0,191.2,0.0027,0.0499,0.0000,0.2000,4.0,134.9,0.000,0.000,0.000,152.6,0.535,0.0000
hover,fixed10,periodic,237,0.2,201.6,16.2798,131.7440,26.2790,0.2770,7.0,65.4,0.000,0.000,0.000,160.9,0.565,0.0470
hover,bsf,periodic,237,0.2,190.8,0.1883,0.1939,0.1888,0.2000,5.0,162.6,0.000,0.000,0.000,152.3,0.534,0.0000
step,fixed10,periodic,237,0.0,191.4,0.0173,0.2746,0.0017,0.2000,4.0,53.9,0.000,0.000,0.000,152.7,0.536,0.0000
step,bsf,periodic,237,0.0,189.4,0.0155,0.2803,0.0003,0.2000,4.0,134.6,0.000,0.000,0.000,151.2,0.530,0.0000
step,fixed10,periodic,237,0.2,190.3,223.7868,1231.5185,587.9650,0.3590,7.9,65.5,0.000,0.000,0.000,151.9,0.533,0.1110
step,bsf,periodic,237,0.2,193.5,0.1884,0.3648,0.1888,0.2010,5.0,163.0,0.000,0.000,0.000,154.5,0.542,0.0000
circle,fixed10,periodic,237,0.0,185.8,0.2506,1.5956,0.0845,0.2000,4.2,53.8,0.000,0.000,0.000,148.3,0.520,0.0013
circle,bsf,periodic,237,0.0,192.4,0.1033,1.5783,0.0476,0.2000,4.1,134.1,0.000,0.000,0.000,153.5,0.539,0.0012
circle,fixed10,periodic,237,0.2,189.2,5766.6207,14607.5502,12788.6844,0.8370,16.3,229.6,0.000,0.000,0.000,151.0,0.530,0.4337
