task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
circle,reactive,periodic,240,0.0,171.1,4983.6719,11393.4371,10230.7665,0.9890,19.1,205.7,0.998,0.002,0.000,136.5,0.479,0.2008
circle,fixed20,periodic,240,0.0,172.3,2.1192,2.9010,2.6725,1.0000,8.0,223.7,0.000,0.000,0.000,137.5,0.482,0.0000
circle,v3,periodic,240,0.2,176.6,5664.0614,13584.8855,12063.3434,0.9250,17.7,213.0,0.977,0.020,0.003,141.0,0.495,0.5665
circle,reactive,periodic,240,0.2,174.4,4429.7489,10844.6714,9580.7863,0.8730,17.1,215.5,0.906,0.033,0.061,139.2,0.489,0.4690
circle,fixed20,periodic,240,0.2,174.2,3660.5350,8174.8133,7378.5634,1.0000,7.9,234.2,0.000,0.000,0.000,139.1,0.488,0.0000
fig8,v3,periodic,240,0.0,176.9,0.3445,3.2191,0.3713,0.2050,4.3,50.2,0.977,0.020,0.003,141.2,0.495,0.0065
fig8,reactive,periodic,240,0.0,175.4,8548.1136,19805.5926,17749.3708,0.9230,17.4,214.8,0.928,0.014,0.058,140.0,0.491,0.6026
fig8,fixed20,periodic,240,0.0,176.8,8545.0316,18273.0241,16482.9565,0.9990,7.9,233.8,0.000,0.000,0.000,141.1,0.495,0.4713
fig8,v3,periodic,240,0.2,173.9,10211.1739,24210.8751,21560.3041,0.9250,17.7,214.4,0.977,0.020,0.003,138.8,0.487,0.5389
fig8,reactive,periodic,240,0.2,176.1,5681.9284,13621.6991,12097.8734,0.9220,17.6,214.8,0.934,0.008,0.058,140.5,0.493,0.5208
fig8,fixed20,periodic,240,0.2,175.1,3660.5349,8174.8131,7378.5634,1.0000,8.0,234.5,0.000,0.000,0.000,139.8,0.490,0.0000
hover,v3,burst,240,0.0,184.1,0.0037,0.0580,0.0000,0.1530,4.0,50.0,0.994,0.003,0.003,140.4,0.493,0.0000
hover,reactive,burst,240,0.0,184.8,0.0041,0.0587,0.0000,0.1530,4.0,123.9,0.147,0.012,0.841,140.9,0.494,0.0000
hover,fixed20,burst,240,0.0,184.1,0.0037,0.0580,0.0000,0.1510,4.0,123.7,0.000,0.000,0.000,140.4,0.493,0.0000
hover,v3,burst,240,0.2,184.0,0.1898,0.1965,0.1902,0.1530,5.0,60.9,0.993,0.004,0.003,140.3,0.492,0.0000
hover,reactive,burst,240,0.2,183.8,0.1885,0.1980,0.1888,0.1530,5.0,151.5,0.147,0.012,0.841,140.2,0.492,0.0000
hover,fixed20,burst,240,0.2,183.3,0.1884,0.1943,0.1888,0.1510,5.0,150.8,0.000,0.000,0.000,139.8,0.491,0.0000
step,v3,burst,240,0.0,183.1,0.0153,0.2746,0.0004,0.1530,4.0,49.7,0.994,0.003,0.003,139.6,0.490,0.0000
step,reactive,burst,240,0.0,182.5,0.0158,0.2803,0.0004,0.1530,4.0,123.5,0.147,0.012,0.841,139.2,0.488,0.0000
step,fixed20,burst,240,0.0,177.5,0.0157,0.2803,0.0004,0.1510,4.0,119.1,0.000,0.000,0.000,135.4,0.475,0.0000
step,v3,burst,240,0.2,177.6,0.1899,0.3715,0.1902,0.1530,5.0,57.6,0.993,0.004,0.003,135.4,0.475,0.0000
step,reactive,burst,240,0.2,177.5,0.1886,0.3648,0.1890,0.1530,5.0,145.1,0.147,0.012,0.841,135.4,0.475,0.0000
step,fixed20,burst,240,0.2,178.8,0.1885,0.3648,0.1888,0.1510,5.0,144.7,0.000,0.000,0.000,136.3,0.478,0.0000
circle,v3,burst,240,0.0,180.5,0.1398,1.5832,0.0427,0.1570,4.1,47.5,0.993,0.004,0.003,137.7,0.483,0.0022
circle,reactive,burst,240,0.0,179.6,8255.5744,18476.7956,16669.1091,0.9940,19.8,213.5,0.999,0.001,0.000,137.0,0.481,0.6907
circle,fixed20,burst,240,0.0,178.9,2.1192,2.9010,2.6725,1.0000,8.0,223.7,0.000,0.000,0.000,136.4,0.479,0.0000
circle,v3,burst,240,0.2,184.2,0.2489,1.6440,0.2232,0.1560,5.1,60.9,0.993,0.004,0.003,140.5,0.493,0.0015
circle,reactive,burst,240,0.2,182.0,6343.3073,13796.2722,12439.7114,0.9800,18.7,214.5,0.986,0.013,0.001,138.8,0.487,0.5319
circle,fixed20,burst,240,0.2,178.6,8809.3016,17899.7782,16216.2728,0.9990,8.0,224.9,0.000,0.000,0.000,136.2,0.478,0.5244
fig8,v3,burst,240,0.0,178.1,0.0530,0.5303,0.0487,0.1540,4.1,47.0,0.993,0.004,0.003,135.8,0.476,0.0000
fig8,reactive,burst,240,0.0,177.2,0.3097,2.9275,0.0674,0.1620,4.3,119.2,0.169,0.022,0.809,135.1,0.474,0.0046
fig8,fixed20,burst,240,0.0,184.9,0.0517,0.5303,0.0546,0.1600,4.2,123.5,0.000,0.000,0.000,141.0,0.495,0.0000
fig8,v3,burst,240,0.2,183.8,0.2195,0.9012,0.2319,0.1540,5.1,60.7,0.993,0.004,0.003,140.2,0.492,0.0026
fig8,reactive,burst,240,0.2,184.1,3647.6495,8112.5802,7327.5262,0.9840,19.0,214.1,0.983,0.012,0.005,140.4,0.493,0.3912
fig8,fixed20,burst,240,0.2,181.9,1.1630,13.0947,0.2672,0.1870,5.1,151.0,0.000,0.000,0.000,138.7,0.487,0.0000
hover,v3,random,241,0.0,149.0,0.0026,0.0402,0.0000,0.0160,4.0,50.1,0.994,0.003,0.003,139.4,0.489,0.0000
hover,reactive,random,241,0.0,149.5,14656.0136,34636.3165,30782.7942,0.9650,23.5,272.7,0.964,0.017,0.019,139.9,0.491,0.6496
hover,fixed20,random,241,0.0,148.5,10582.5729,23360.2107,21088.5296,0.9840,9.9,287.8,0.000,0.000,0.000,138.9,0.487,0.3362
hover,v3,random,241,0.2,148.7,0.1897,0.1979,0.1902,0.0210,5.0,60.7,0.993,0.004,0.003,139.1,0.488,0.0000
hover,reactive,random,241,0.2,149.7,3998.8898,8905.7301,8036.3168,0.9700,23.3,271.5,0.968,0.024,0.008,140.0,0.491,0.3569
hover,fixed20,random,241,0.2,148.9,14816.5314,31216.0919,28737.4585,0.9960,9.9,289.2,0.000,0.000,0.000,139.3,0.489,0.2052
step,v3,random,241,0.0,151.8,0.0151,0.2746,0.0003,0.0150,4.0,50.2,0.994,0.003,0.003,142.0,0.498,0.0000
step,reactive,random,241,0.0,150.2,7439.0875,16860.5366,15168.8618,0.9720,23.7,278.2,0.966,0.017,0.017,140.5,0.493,0.5618
step,fixed20,random,241,0.0,149.1,10582.9252,23360.6987,21089.0164,0.9840,9.9,288.6,0.000,0.000,0.000,139.4,0.489,0.3362
step,v3,random,241,0.2,149.8,0.1898,0.3727,0.1902,0.0210,5.0,60.7,0.993,0.004,0.003,140.1,0.492,0.0000
step,reactive,random,241,0.2,149.7,10470.0773,23782.6547,21388.0111,0.9740,23.7,271.3,0.968,0.024,0.008,140.1,0.491,0.5629
step,fixed20,random,241,0.2,149.4,14816.6817,31216.3071,28737.6693,0.9960,10.0,287.7,0.000,0.000,0.000,139.8,0.490,0.2052
circle,v3,random,241,0.0,145.9,10251.9792,19798.8396,17907.6595,0.9990,24.8,267.3,0.993,0.004,0.003,136.5,0.479,0.5986
circle,reactive,random,241,0.0,151.9,21918.8498,44991.9118,41771.6579,0.9990,24.9,280.5,0.999,0.001,0.000,142.1,0.499,0.5988
circle,fixed20,random,241,0.0,149.5,9130.4202,20353.8280,18392.6489,0.9990,10.0,288.5,0.000,0.000,0.000,139.9,0.491,0.5315
circle,v3,random,241,0.2,146.8,6689.3711,14188.8217,12894.6664,0.9990,24.9,266.2,0.993,0.004,0.003,137.3,0.482,0.5030
circle,reactive,random,241,0.2,148.9,25837.2575,57778.3366,52159.8898,0.9990,24.1,270.4,0.999,0.001,0.000,139.2,0.489,0.5593
circle,fixed20,random,241,0.2,151.1,3659.4827,8172.9489,7376.7894,1.0000,10.0,288.3,0.000,0.000,0.000,141.4,0.496,0.0000
fig8,v3,random,241,0.0,148.9,0.0458,0.4772,0.0484,0.0160,4.0,50.2,0.993,0.004,0.003,139.3,0.489,0.0000
fig8,reactive,random,241,0.0,150.5,11376.6709,25903.0341,23282.7741,0.9710,24.1,279.5,0.968,0.027,0.005,140.8,0.494,0.5615
fig8,fixed20,random,241,0.0,145.4,7748.2913,11927.9015,11916.4143,0.9980,9.9,278.4,0.000,0.000,0.000,136.0,0.477,0.1717
fig8,v3,random,241,0.2,150.5,0.1963,0.4935,0.1961,0.0200,5.0,60.8,0.993,0.004,0.003,140.8,0.494,0.0000
fig8,reactive,random,241,0.2,150.2,17152.1014,39531.5801,35415.6438,0.9780,24.1,276.1,0.975,0.021,0.004,140.5,0.493,0.6037
fig8,fixed20,random,241,0.2,145.1,1633.0387,3555.9818,3196.1339,0.9980,10.0,276.7,0.000,0.000,0.000,135.8,0.476,0.1720
hover,v3,periodic,241,0.0,169.9,0.0080,0.0573,0.0022,0.2020,4.0,47.7,0.977,0.020,0.003,135.6,0.476,0.0000
hover,reactive,periodic,241,0.0,175.5,0.0076,0.0564,0.0019,0.2010,4.0,123.6,0.191,0.020,0.789,140.0,0.491,0.0000
hover,fixed20,periodic,241,0.0,171.2,0.0075,0.0564,0.0006,0.2000,4.0,119.4,0.000,0.000,0.000,136.7,0.480,0.0000
hover,v3,periodic,241,0.2,169.6,0.7856,5.8046,0.9738,0.2080,5.5,58.1,0.977,0.020,0.003,135.4,0.475,0.0117
hover,reactive,periodic,241,0.2,169.6,2403.7010,5961.7099,5246.8495,0.8490,16.5,203.6,0.862,0.028,0.110,135.4,0.475,0.3273
hover,fixed20,periodic,241,0.2,171.6,3659.1097,8172.4487,7376.2895,1.0000,8.0,225.3,0.000,0.000,0.000,137.0,0.481,0.0000
step,v3,periodic,241,0.0,170.6,0.0169,0.2746,0.0088,0.2020,4.0,47.3,0.977,0.020,0.003,136.1,0.478,0.0000
step,reactive,periodic,241,0.0,171.6,0.0171,0.2803,0.0077,0.2010,4.0,118.8,0.191,0.020,0.789,137.0,0.481,0.0000
step,fixed20,periodic,241,0.0,169.6,0.0170,0.2803,0.0037,0.2000,4.0,119.1,0.000,0.000,0.000,135.4,0.475,0.0000
step,v3,periodic,241,0.2,169.7,6471.4472,18434.5977,15552.0017,0.7610,15.4,205.0,0.977,0.020,0.003,135.5,0.475,0.6227
step,reactive,periodic,241,0.2,177.8,10838.3362,27849.7585,24287.5095,0.8500,16.5,213.7,0.862,0.028,0.110,141.9,0.498,0.7584
step,fixed20,periodic,241,0.2,174.6,3659.4824,8172.9487,7376.7895,1.0000,8.0,233.3,0.000,0.000,0.000,139.4,0.489,0.0000
circle,v3,periodic,241,0.0,173.8,0.2789,1.6243,0.2269,0.2050,4.2,50.4,0.977,0.020,0.003,138.7,0.487,0.0024
circle,reactive,periodic,241,0.0,175.7,20893.2570,47155.6739,42451.5571,0.9980,18.7,214.4,0.999,0.001,0.000,140.2,0.492,0.6793
circle,fixed20,periodic,241,0.0,170.7,6712.3938,15587.9043,13992.7623,0.9990,7.9,226.0,0.000,0.000,0.000,136.2,0.478,0.4377
circle,v3,periodic,241,0.2,175.4,14119.4482,34184.9143,30317.6767,0.9230,17.7,214.2,0.977,0.020,0.003,140.0,0.491,0.7608
circle,reactive,periodic,241,0.2,174.9,20732.0533,48706.9241,43487.2419,0.9430,18.8,215.5,0.986,0.014,0.000,139.6,0.490,0.5391
circle,fixed20,periodic,241,0.2,172.9,3659.4827,8172.9489,7376.7894,1.0000,7.9,228.2,0.000,0.000,0.000,138.0,0.484,0.0000
fig8,v3,periodic,241,0.0,172.2,0.1694,1.2368,0.2096,0.2040,4.2,50.5,0.977,0.020,0.003,137.4,0.482,0.0015
fig8,reactive,periodic,241,0.0,181.7,5222.8568,11872.6371,10676.6571,0.9510,19.3,224.8,0.972,0.025,0.003,145.0,0.509,0.5812
fig8,fixed20,periodic,241,0.0,174.6,9337.5286,19726.5851,17892.2563,0.9990,7.9,233.8,0.000,0.000,0.000,139.4,0.489,0.4711
fig8,v3,periodic,241,0.2,175.0,17237.3979,40316.0353,36010.3359,0.9610,18.5,214.1,0.977,0.020,0.003,139.7,0.490,0.6303
fig8,reactive,periodic,241,0.2,175.4,14252.8243,35499.1716,31249.4874,0.8670,16.9,214.1,0.897,0.034,0.069,140.0,0.491,0.2582
fig8,fixed20,periodic,241,0.2,175.8,3659.4826,8172.9487,7376.7895,1.0000,8.0,233.8,0.000,0.000,0.000,140.3,0.492,0.0000
hover,v3,burst,241,0.0,172.6,0.0026,0.0402,0.0000,0.1830,4.0,47.2,0.994,0.003,0.003,135.3,0.475,0.0000
hover,reactive,burst,241,0.0,174.8,0.0029,0.0410,0.0000,0.1830,4.0,119.2,0.176,0.014,0.810,137.0,0.481,0.0000
hover,fixed20,burst,241,0.0,174.0,0.0026,0.0402,0.0000,0.1810,4.0,120.0,0.000,0.000,0.000,136.4,0.478,0.0000
hover,v3,burst,241,0.2,174.7,0.1917,0.3644,0.1927,0.1830,5.0,57.3,0.993,0.004,0.003,136.9,0.480,0.0000
hover,reactive,burst,241,0.2,173.4,0.1883,0.1984,0.1889,0.1830,5.0,144.8,0.176,0.014,0.810,135.9,0.477,0.0000
hover,fixed20,burst,241,0.2,176.3,0.1886,0.2257,0.1892,0.1810,5.0,145.7,0.000,0.000,0.000,138.1,0.485,0.0000
step,v3,burst,241,0.0,179.1,0.0151,0.2746,0.0003,0.1830,4.0,50.2,0.994,0.003,0.003,140.3,0.492,0.0000
step,reactive,burst,241,0.0,177.2,0.0155,0.2803,0.0004,0.1830,4.0,123.3,0.176,0.014,0.810,138.9,0.487,0.0000
step,fixed20,burst,241,0.0,178.9,0.0155,0.2803,0.0003,0.1810,4.0,123.9,0.000,0.000,0.000,140.2,0.492,0.0000
step,v3,burst,241,0.2,172.7,0.1917,0.3715,0.1940,0.1830,5.0,57.4,0.993,0.004,0.003,135.3,0.475,0.0000
step,reactive,burst,241,0.2,180.9,0.1884,0.3648,0.1890,0.1830,5.0,150.6,0.176,0.014,0.810,141.7,0.497,0.0000
step,fixed20,burst,241,0.2,178.8,0.1886,0.3648,0.1898,0.1810,5.0,150.5,0.000,0.000,0.000,140.1,0.491,0.0000
circle,v3,burst,241,0.0,180.2,5852.3482,12944.1040,11706.4268,0.9980,18.9,214.9,0.993,0.004,0.003,141.2,0.496,0.6152
circle,reactive,burst,241,0.0,176.7,6839.0158,13107.5496,12504.0869,0.9650,18.7,215.3,0.989,0.010,0.001,138.4,0.486,0.5185
circle,fixed20,burst,241,0.0,179.3,16645.4752,35911.5711,33078.3446,0.9990,7.9,234.2,0.000,0.000,0.000,140.5,0.493,0.5311
circle,v3,burst,241,0.2,177.8,2437.9033,7580.8496,6242.3465,0.5700,11.6,61.7,0.993,0.004,0.003,139.3,0.489,0.1037
circle,reactive,burst,241,0.2,179.0,8376.7051,17767.2431,16300.4286,0.9800,18.8,216.2,0.989,0.011,0.000,140.3,0.492,0.3813
circle,fixed20,burst,241,0.2,177.9,9090.1932,18382.2765,16616.4845,0.9990,7.9,233.9,0.000,0.000,0.000,139.4,0.489,0.5529
fig8,v3,burst,241,0.0,177.5,1752.3515,5429.2151,4513.6217,0.5670,11.1,60.6,0.993,0.004,0.003,139.1,0.488,0.0629
fig8,reactive,burst,241,0.0,173.7,19397.3209,44014.4740,39606.5488,0.9860,18.6,210.7,0.989,0.008,0.003,136.1,0.478,0.8541
fig8,fixed20,burst,241,0.0,179.9,2449.7302,6516.4252,5736.2118,0.5860,6.1,214.2,0.000,0.000,0.000,141.0,0.495,0.3042
fig8,v3,burst,241,0.2,177.8,1324.2359,4624.4275,3560.1957,0.5420,11.4,72.5,0.993,0.004,0.003,139.3,0.489,0.2462
fig8,reactive,burst,241,0.2,177.7,18078.5533,41774.2309,37436.6279,0.9590,18.6,213.9,0.988,0.008,0.004,139.2,0.488,0.6351
fig8,fixed20,burst,241,0.2,178.5,841.8844,2595.0867,2120.0500,0.5870,6.5,212.1,0.000,0.000,0.000,139.8,0.491,0.0787
hover,v3,random,242,0.0,148.6,0.0167,0.1759,0.0004,0.0150,4.0,50.0,0.993,0.004,0.003,140.4,0.493,0.0000
hover,reactive,random,242,0.0,149.1,10676.6047,24254.5495,21811.2638,0.9660,23.2,273.1,0.961,0.015,0.024,140.9,0.494,0.5993
hover,fixed20,random,242,0.0,148.7,10011.5074,22353.0286,20176.7342,0.9940,10.0,288.1,0.000,0.000,0.000,140.5,0.493,0.2686
hover,v3,random,242,0.2,144.3,0.1931,0.3740,0.1931,0.0200,5.0,60.4,0.993,0.004,0.003,136.3,0.478,0.0000
hover,reactive,random,242,0.2,146.2,19681.8292,44905.9747,40349.6384,0.9890,25.0,267.3,0.994,0.005,0.001,138.1,0.485,0.9576
hover,fixed20,random,242,0.2,148.1,9241.1955,20626.4596,18612.9110,0.9940,10.0,288.6,0.000,0.000,0.000,140.0,0.491,0.2846
step,v3,random,242,0.0,148.0,0.0224,0.2744,0.0036,0.0150,4.1,50.0,0.993,0.004,0.003,139.8,0.491,0.0000
step,reactive,random,242,0.0,148.5,6961.1057,15788.9283,14203.0823,0.9630,23.3,271.5,0.960,0.016,0.024,140.3,0.492,0.4668
step,fixed20,random,242,0.0,148.9,10011.8731,22353.5249,20177.2299,0.9940,10.0,288.2,0.000,0.000,0.000,140.7,0.494,0.2686
step,v3,random,242,0.2,147.9,0.1932,0.3809,0.1904,0.0200,5.0,60.7,0.993,0.004,0.003,139.7,0.490,0.0000
step,reactive,random,242,0.2,149.8,9703.3547,21807.4734,19656.4626,0.9900,24.6,280.2,0.994,0.005,0.001,141.6,0.497,0.4596
step,fixed20,random,242,0.2,148.1,9241.5609,20626.9556,18613.4065,0.9940,10.0,287.9,0.000,0.000,0.000,139.9,0.491,0.2846
circle,v3,random,242,0.0,147.5,10272.9750,19607.5237,17755.0244,0.9990,24.0,270.2,0.993,0.004,0.003,139.4,0.489,0.6012
circle,reactive,random,242,0.0,148.2,9444.9464,21149.5648,19078.6346,0.9960,24.3,277.6,0.999,0.001,0.000,140.1,0.491,0.7072
circle,fixed20,random,242,0.0,144.2,8404.7935,18573.7280,16744.8980,0.9990,10.0,278.2,0.000,0.000,0.000,136.2,0.478,0.5308
circle,v3,random,242,0.2,148.0,6839.6791,13923.1196,12625.5866,0.9990,24.1,271.0,0.993,0.004,0.003,139.8,0.491,0.5030
circle,reactive,random,242,0.2,148.4,20760.4858,46893.6670,42226.7845,0.9960,24.2,271.5,0.999,0.001,0.000,140.2,0.492,0.6841
circle,fixed20,random,242,0.2,148.3,3659.9658,8173.8019,7377.6016,1.0000,10.0,287.4,0.000,0.000,0.000,140.1,0.492,0.0000
fig8,v3,random,242,0.0,143.1,0.0595,0.5642,0.0484,0.0150,4.0,47.5,0.993,0.004,0.003,135.2,0.474,0.0000
fig8,reactive,random,242,0.0,144.3,21581.8408,48969.9128,44048.7391,0.9950,24.8,266.3,0.999,0.001,0.000,136.3,0.478,0.6550
fig8,fixed20,random,242,0.0,144.2,6776.4416,13788.0039,12477.9624,0.9990,10.0,277.5,0.000,0.000,0.000,136.3,0.478,0.3216
fig8,v3,random,242,0.2,143.0,0.2049,0.8133,0.1961,0.0200,5.0,57.5,0.993,0.004,0.003,135.1,0.474,0.0000
fig8,reactive,random,242,0.2,143.3,17015.5492,38393.1480,34487.8377,0.9930,24.8,265.8,0.999,0.001,0.000,135.4,0.475,0.8151
fig8,fixed20,random,242,0.2,143.5,7038.0381,13222.4283,12001.8235,0.9990,10.0,277.9,0.000,0.000,0.000,135.6,0.476,0.2622
hover,v3,periodic,242,0.0,176.2,0.0128,0.0952,0.0038,0.2020,4.0,50.3,0.977,0.020,0.003,140.6,0.493,0.0000
hover,reactive,periodic,242,0.0,174.2,0.0122,0.0934,0.0035,0.2010,4.0,124.3,0.191,0.020,0.789,139.0,0.488,0.0000
hover,fixed20,periodic,242,0.0,175.7,0.0120,0.0934,0.0011,0.2000,4.0,123.8,0.000,0.000,0.000,140.3,0.492,0.0000
hover,v3,periodic,242,0.2,176.5,13595.0093,31739.2959,28409.6834,0.9900,18.7,215.4,0.977,0.020,0.003,140.9,0.494,0.6655
hover,reactive,periodic,242,0.2,175.4,10832.7228,26304.7236,23317.1938,0.8890,17.2,216.6,0.922,0.014,0.064,140.0,0.491,0.5193
hover,fixed20,periodic,242,0.2,175.6,3659.5927,8173.3015,7377.1013,1.0000,8.0,233.6,0.000,0.000,0.000,140.2,0.492,0.0000
step,v3,periodic,242,0.0,174.4,0.0196,0.2746,0.0122,0.2020,4.0,50.0,0.977,0.020,0.003,139.2,0.488,0.0000
step,reactive,periodic,242,0.0,176.0,0.0196,0.2803,0.0102,0.2010,4.0,123.7,0.191,0.020,0.789,140.5,0.493,0.0000
step,fixed20,periodic,242,0.0,175.5,0.0194,0.2803,0.0046,0.2000,4.0,123.8,0.000,0.000,0.000,140.1,0.491,0.0000
step,v3,periodic,242,0.2,175.0,17406.4157,40712.7355,36369.4070,0.9800,18.7,213.7,0.977,0.020,0.003,139.7,0.490,0.9269
step,reactive,periodic,242,0.2,176.3,6255.9415,15053.9183,13357.5192,0.9060,17.3,214.8,0.922,0.014,0.064,140.7,0.494,0.4489
step,fixed20,periodic,242,0.2,174.7,3659.9654,8173.8015,7377.6013,1.0000,8.0,233.5,0.000,0.000,0.000,139.5,0.489,0.0000
circle,v3,periodic,242,0.0,169.7,0.2822,1.6269,0.2441,0.2040,4.2,47.5,0.977,0.020,0.003,135.4,0.475,0.0025
circle,reactive,periodic,242,0.0,177.3,5770.0107,12740.7293,11505.9732,0.9880,18.7,215.1,0.998,0.002,0.000,141.5,0.496,0.2046
circle,fixed20,periodic,242,0.0,175.8,15414.8781,30687.1535,28960.9322,0.9990,7.9,235.3,0.000,0.000,0.000,140.3,0.492,0.4980
circle,v3,periodic,242,0.2,176.8,4041.3088,9384.3888,8395.7665,0.9240,17.7,214.2,0.977,0.020,0.003,141.1,0.495,0.3982
circle,reactive,periodic,242,0.2,173.9,16682.3307,39286.0990,35031.6705,0.9670,18.4,213.8,0.984,0.013,0.003,138.8,0.487,0.7033
circle,fixed20,periodic,242,0.2,174.2,3659.9658,8173.8019,7377.6016,1.0000,7.9,233.8,0.000,0.000,0.000,139.0,0.488,0.0000
fig8,v3,periodic,242,0.0,170.6,0.2913,2.8150,0.1133,0.2050,4.2,47.6,0.977,0.020,0.003,136.1,0.478,0.0042
fig8,reactive,periodic,242,0.0,175.9,16124.1014,38127.9591,33963.0327,0.9390,18.2,214.3,0.985,0.014,0.001,140.4,0.493,0.7160
fig8,fixed20,periodic,242,0.0,176.2,7986.2561,17114.4000,15414.2940,0.9990,7.9,234.7,0.000,0.000,0.000,140.7,0.494,0.4992
fig8,v3,periodic,242,0.2,174.6,1.1540,6.4605,1.9751,0.2080,6.1,60.6,0.977,0.020,0.003,139.3,0.489,0.0212
fig8,reactive,periodic,242,0.2,174.6,4920.7548,11656.6459,10335.6392,0.8920,17.4,214.8,0.931,0.010,0.059,139.4,0.489,0.4960
fig8,fixed20,periodic,242,0.2,175.2,3659.9656,8173.8015,7377.6012,1.0000,8.0,233.7,0.000,0.000,0.000,139.8,0.491,0.0000
hover,v3,burst,242,0.0,192.7,0.0039,0.0595,0.0000,0.0930,4.0,49.8,0.994,0.003,0.003,139.5,0.490,0.0000
hover,reactive,burst,242,0.0,187.1,0.0043,0.0612,0.0000,0.0930,4.0,119.4,0.089,0.008,0.903,135.4,0.475,0.0000
hover,fixed20,burst,242,0.0,187.7,0.0039,0.0595,0.0000,0.0910,4.0,119.5,0.000,0.000,0.000,135.9,0.477,0.0000
hover,v3,burst,242,0.2,188.8,0.1898,0.1982,0.1902,0.0930,5.0,58.1,0.993,0.004,0.003,136.7,0.480,0.0000
hover,reactive,burst,242,0.2,189.0,0.1885,0.1989,0.1888,0.0930,5.0,145.2,0.089,0.008,0.903,136.8,0.480,0.0000
hover,fixed20,burst,242,0.2,193.7,0.1884,0.1949,0.1888,0.0910,5.0,150.6,0.000,0.000,0.000,140.2,0.492,0.0000
step,v3,burst,242,0.0,192.8,0.0154,0.2746,0.0005,0.0930,4.0,49.7,0.994,0.003,0.003,139.6,0.490,0.0000
step,reactive,burst,242,0.0,195.9,0.0159,0.2803,0.0005,0.0930,4.0,123.8,0.089,0.008,0.903,141.8,0.498,0.0000
step,fixed20,burst,242,0.0,187.1,0.0157,0.2803,0.0004,0.0910,4.0,118.9,0.000,0.000,0.000,135.5,0.475,0.0000
step,v3,burst,242,0.2,187.0,0.1899,0.3715,0.1902,0.0930,5.0,57.3,0.993,0.004,0.003,135.4,0.475,0.0000
step,reactive,burst,242,0.2,192.1,0.1885,0.3648,0.1889,0.0930,5.0,144.8,0.089,0.008,0.903,139.1,0.488,0.0000
step,fixed20,burst,242,0.2,186.4,0.1884,0.3648,0.1888,0.0910,5.0,145.0,0.000,0.000,0.000,135.0,0.474,0.0000
circle,v3,burst,242,0.0,187.5,18002.0297,33801.2979,32195.3530,0.9990,19.3,204.7,0.993,0.004,0.003,135.7,0.476,0.5977
circle,reactive,burst,242,0.0,187.1,5762.3263,12619.6774,11435.3608,0.9910,19.3,204.5,0.998,0.002,0.000,135.5,0.475,0.5890
circle,fixed20,burst,242,0.0,194.1,15414.8781,30687.1535,28960.9322,0.9990,7.9,234.2,0.000,0.000,0.000,140.5,0.493,0.4980
circle,v3,burst,242,0.2,190.0,0.2449,1.6813,0.1962,0.0960,5.0,57.3,0.993,0.004,0.003,137.6,0.483,0.0009
circle,reactive,burst,242,0.2,191.7,12872.4987,31580.3785,27846.8203,0.8920,18.9,214.0,0.958,0.038,0.004,138.8,0.487,0.7921
circle,fixed20,burst,242,0.2,186.8,13203.8216,22018.3236,21375.4797,0.9990,7.4,207.8,0.000,0.000,0.000,135.2,0.474,0.5364
fig8,v3,burst,242,0.0,192.2,0.0471,0.5121,0.0486,0.0930,4.0,50.0,0.993,0.004,0.003,139.2,0.488,0.0000
fig8,reactive,burst,242,0.0,195.8,11744.5353,26963.1564,24191.0496,0.9650,18.6,215.3,0.981,0.016,0.003,141.8,0.497,0.5612
fig8,fixed20,burst,242,0.0,193.5,0.0496,0.5121,0.0540,0.0920,4.0,124.1,0.000,0.000,0.000,140.1,0.492,0.0000
fig8,v3,burst,242,0.2,193.8,15082.7529,29116.1881,27568.3596,0.9990,18.9,214.7,0.993,0.004,0.003,140.3,0.492,0.2195
fig8,reactive,burst,242,0.2,194.8,6714.4868,14840.2846,13394.6969,0.9720,18.6,214.9,0.977,0.016,0.007,141.0,0.495,0.5715
fig8,fixed20,burst,242,0.2,195.6,15082.7529,29116.1881,27568.3596,0.9990,8.0,234.7,0.000,0.000,0.000,141.6,0.497,0.2195
hover,v3,random,243,0.0,146.0,0.0029,0.0488,0.0000,0.0190,4.0,49.6,0.994,0.003,0.003,138.9,0.487,0.0000
hover,reactive,random,243,0.0,147.0,13857.4488,30879.0474,27886.3025,0.9920,24.0,271.1,0.990,0.007,0.003,139.9,0.491,0.6676
hover,fixed20,random,243,0.0,146.6,9709.0256,21122.4963,19127.5955,0.9910,9.9,288.5,0.000,0.000,0.000,139.6,0.490,0.3105
hover,v3,random,243,0.2,147.6,0.1897,0.2008,0.1902,0.0300,5.0,60.6,0.993,0.004,0.003,140.5,0.493,0.0000
hover,reactive,random,243,0.2,146.8,20235.2568,45054.8055,40746.6912,0.9910,23.8,270.7,0.991,0.006,0.003,139.7,0.490,0.3712
hover,fixed20,random,243,0.2,147.6,11070.9962,24098.9440,21889.3958,0.9910,10.0,287.9,0.000,0.000,0.000,140.5,0.493,0.5122
step,v3,random,243,0.0,148.0,0.0151,0.2746,0.0003,0.0190,4.0,49.9,0.994,0.003,0.003,140.9,0.494,0.0000
