task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
step,reactive,random,243,0.0,147.3,13857.8215,30879.5471,27886.8020,0.9920,24.3,278.3,0.990,0.007,0.003,140.2,0.492,0.6676
step,fixed20,random,243,0.0,148.2,9709.3696,21122.9772,19128.0740,0.9910,9.9,289.2,0.000,0.000,0.000,141.1,0.495,0.3105
step,v3,random,243,0.2,145.8,0.1898,0.3716,0.1902,0.0310,5.0,60.6,0.993,0.004,0.003,138.8,0.487,0.0000
step,reactive,random,243,0.2,147.0,10958.9077,23992.8757,21732.7651,0.9830,23.7,270.8,0.983,0.014,0.003,139.9,0.491,0.4821
step,fixed20,random,243,0.2,147.3,11071.3328,24099.4108,21889.8593,0.9910,10.0,288.6,0.000,0.000,0.000,140.2,0.492,0.5122
circle,v3,random,243,0.0,145.3,25403.9786,55645.0943,50583.8077,0.9990,25.4,271.0,0.993,0.004,0.003,138.3,0.485,0.5712
circle,reactive,random,243,0.0,142.2,20270.6772,45720.5311,41158.3182,0.9940,24.8,265.8,0.999,0.001,0.000,135.3,0.475,0.9068
circle,fixed20,random,243,0.0,147.6,7053.1217,15225.6121,13898.2394,0.9990,9.9,288.9,0.000,0.000,0.000,140.5,0.493,0.5764
circle,v3,random,243,0.2,143.0,10538.7814,23884.9433,21490.4503,0.9820,24.5,264.4,0.993,0.004,0.003,136.2,0.478,0.5804
circle,reactive,random,243,0.2,143.3,21786.7757,48743.4746,43977.9658,0.9980,24.9,267.0,0.999,0.001,0.000,136.4,0.479,0.8937
circle,fixed20,random,243,0.2,143.4,7643.4728,15324.3282,14155.6231,0.9990,10.0,276.6,0.000,0.000,0.000,136.5,0.479,0.5331
fig8,v3,random,243,0.0,144.1,11652.2720,19681.4639,18736.4185,0.9990,25.0,265.5,0.993,0.004,0.003,137.2,0.481,0.2167
fig8,reactive,random,243,0.0,147.7,14507.6802,32448.7066,29280.3483,0.9900,24.0,272.0,0.990,0.010,0.000,140.6,0.493,0.5586
fig8,fixed20,random,243,0.0,146.0,11652.2720,19681.4639,18736.4185,0.9990,10.0,288.4,0.000,0.000,0.000,138.9,0.488,0.2167
fig8,v3,random,243,0.2,142.2,9067.1762,20262.6714,18287.7124,0.9950,23.9,267.6,0.993,0.004,0.003,135.4,0.475,0.4526
fig8,reactive,random,243,0.2,146.3,8098.7328,17910.8052,16206.0414,0.9880,23.6,270.4,0.990,0.010,0.000,139.2,0.489,0.5318
fig8,fixed20,random,243,0.2,147.1,15677.2120,30805.3824,28985.4962,0.9990,10.0,287.7,0.000,0.000,0.000,140.0,0.491,0.2072
hover,v3,periodic,243,0.0,174.3,0.0068,0.0488,0.0017,0.2020,4.0,50.0,0.977,0.020,0.003,139.2,0.488,0.0000
hover,reactive,periodic,243,0.0,169.4,0.0066,0.0488,0.0015,0.2010,4.0,119.1,0.191,0.020,0.789,135.2,0.474,0.0000
hover,fixed20,periodic,243,0.0,168.5,0.0065,0.0488,0.0005,0.2000,4.0,122.9,0.000,0.000,0.000,134.5,0.472,0.0000
hover,v3,periodic,243,0.2,171.6,0.9170,5.8188,2.0792,0.2110,5.8,57.8,0.977,0.020,0.003,136.9,0.480,0.0104
hover,reactive,periodic,243,0.2,171.1,5803.7447,16317.2749,13847.4204,0.7530,14.3,205.7,0.754,0.024,0.222,136.6,0.479,0.4433
hover,fixed20,periodic,243,0.2,175.6,3659.5307,8173.2041,7377.0067,1.0000,8.0,232.9,0.000,0.000,0.000,140.2,0.492,0.0000
step,v3,periodic,243,0.0,171.1,0.0164,0.2746,0.0075,0.2020,4.0,47.5,0.977,0.020,0.003,136.6,0.479,0.0000
step,reactive,periodic,243,0.0,172.0,0.0166,0.2803,0.0062,0.2010,4.0,119.2,0.191,0.020,0.789,137.3,0.482,0.0000
step,fixed20,periodic,243,0.0,173.6,0.0166,0.2803,0.0034,0.2000,4.0,121.0,0.000,0.000,0.000,138.6,0.486,0.0000
step,v3,periodic,243,0.2,171.4,0.8352,5.8188,1.4441,0.2100,5.6,57.7,0.977,0.020,0.003,136.8,0.480,0.0087
step,reactive,periodic,243,0.2,171.2,6475.7118,18601.5657,15649.6025,0.7440,15.4,211.5,0.777,0.051,0.172,136.7,0.480,0.4240
step,fixed20,periodic,243,0.2,170.4,3659.9034,8173.7041,7377.5067,1.0000,8.0,224.1,0.000,0.000,0.000,136.0,0.477,0.0000
circle,v3,periodic,243,0.0,169.9,0.2683,1.5730,0.2272,0.2040,4.2,47.4,0.977,0.020,0.003,135.6,0.476,0.0024
circle,reactive,periodic,243,0.0,169.7,6904.5253,15422.1966,13919.0061,0.9960,19.1,204.1,0.999,0.001,0.000,135.4,0.475,0.5474
circle,fixed20,periodic,243,0.0,171.0,6030.3730,12640.3593,11195.0996,0.9990,8.0,225.1,0.000,0.000,0.000,136.5,0.479,0.4393
circle,v3,periodic,243,0.2,170.8,7804.7074,18697.0839,16608.0887,0.9230,18.5,212.4,0.977,0.020,0.003,136.3,0.478,0.4608
circle,reactive,periodic,243,0.2,170.9,7798.6563,17566.6650,15826.8026,0.9880,19.7,212.4,0.998,0.002,0.000,136.4,0.479,0.5997
circle,fixed20,periodic,243,0.2,170.1,3659.9037,8173.7039,7377.5067,1.0000,8.0,224.8,0.000,0.000,0.000,135.7,0.476,0.0000
fig8,v3,periodic,243,0.0,175.9,0.2751,2.6362,0.0734,0.2040,4.2,50.0,0.977,0.020,0.003,140.4,0.493,0.0046
fig8,reactive,periodic,243,0.0,175.1,14548.8344,35278.7569,31249.0936,0.9260,17.5,214.9,0.944,0.017,0.039,139.8,0.490,0.8599
fig8,fixed20,periodic,243,0.0,177.7,9127.3531,19162.4323,17663.0410,0.9990,7.4,233.8,0.000,0.000,0.000,141.8,0.498,0.4526
fig8,v3,periodic,243,0.2,254.6,1.3445,6.4064,3.4910,0.1990,6.5,74.1,0.992,0.004,0.004,203.2,0.713,0.0271
fig8,reactive,periodic,243,0.2,205.7,5313.5001,12355.5186,11051.3255,0.9460,18.8,252.0,0.982,0.016,0.002,164.2,0.576,0.4992
fig8,fixed20,periodic,243,0.2,180.6,3659.9036,8173.7041,7377.5072,1.0000,7.9,239.6,0.000,0.000,0.000,144.1,0.506,0.0000
hover,v3,burst,243,0.0,179.8,1912.3575,4231.2967,3825.0059,0.9550,17.9,216.8,0.994,0.003,0.003,140.9,0.494,0.3600
hover,reactive,burst,243,0.0,180.5,7986.9804,18521.6874,16579.7351,0.9550,17.9,217.6,0.954,0.003,0.043,141.5,0.496,0.6229
hover,fixed20,burst,243,0.0,179.7,3792.0017,8715.0411,7812.1016,0.9540,7.0,221.6,0.000,0.000,0.000,140.8,0.494,0.1493
hover,v3,burst,243,0.2,187.5,0.2046,0.8938,0.1958,0.1830,5.0,66.0,0.993,0.004,0.003,147.0,0.516,0.0011
hover,reactive,burst,243,0.2,189.1,9187.7453,21392.0696,19131.4534,0.9530,19.6,226.6,0.954,0.003,0.043,148.2,0.520,0.5432
hover,fixed20,burst,243,0.2,176.8,3783.4405,8711.4673,7807.5661,0.9540,7.6,227.6,0.000,0.000,0.000,138.5,0.486,0.1517
step,v3,burst,243,0.0,175.9,15337.9747,36605.8866,32526.6461,0.9550,18.9,213.2,0.994,0.003,0.003,137.8,0.484,0.6913
step,reactive,burst,243,0.0,180.5,4490.2429,10456.1038,9346.7121,0.9550,18.1,217.3,0.954,0.003,0.043,141.5,0.496,0.5252
step,fixed20,burst,243,0.0,178.8,2538.9464,5810.2864,5208.5046,0.9540,7.8,228.9,0.000,0.000,0.000,140.1,0.492,0.1501
step,v3,burst,243,0.2,175.6,8740.7039,20842.4034,18533.4119,0.9550,18.5,208.8,0.993,0.004,0.003,137.6,0.483,0.5343
step,reactive,burst,243,0.2,180.0,15538.2630,37172.0022,33028.3117,0.9510,18.8,216.8,0.954,0.003,0.043,141.0,0.495,0.8804
step,fixed20,burst,243,0.2,178.2,2538.7288,5836.8406,5229.5239,0.9540,7.7,229.0,0.000,0.000,0.000,139.6,0.490,0.1524
circle,v3,burst,243,0.0,173.9,25403.9786,55645.0943,50583.8077,0.9990,19.0,206.9,0.993,0.004,0.003,136.2,0.478,0.5712
circle,reactive,burst,243,0.0,176.8,17745.5716,40742.9084,36533.7965,0.9710,19.5,214.6,0.997,0.003,0.000,138.6,0.486,0.7644
circle,fixed20,burst,243,0.0,176.8,6030.3730,12640.3593,11195.0996,0.9990,7.9,228.4,0.000,0.000,0.000,138.5,0.486,0.4393
circle,v3,burst,243,0.2,179.1,21806.6536,45390.2677,41950.2878,0.9990,19.4,217.3,0.993,0.004,0.003,140.4,0.492,0.5700
circle,reactive,burst,243,0.2,194.6,18591.3230,42777.0633,38382.6983,0.9680,20.1,233.5,0.985,0.012,0.003,152.5,0.535,0.9038
circle,fixed20,burst,243,0.2,184.2,21806.6536,45390.2677,41950.2878,0.9990,7.9,237.7,0.000,0.000,0.000,144.3,0.506,0.5700
fig8,v3,burst,243,0.0,182.0,14305.5158,32048.7206,28907.6927,0.9980,18.9,217.3,0.993,0.004,0.003,142.6,0.500,0.6740
fig8,reactive,burst,243,0.0,177.2,5718.3701,12849.8020,11581.3140,0.9760,19.3,215.7,0.985,0.012,0.003,138.8,0.487,0.5293
fig8,fixed20,burst,243,0.0,177.1,12906.0118,22617.0788,21950.6766,0.9990,7.8,228.7,0.000,0.000,0.000,138.8,0.487,0.2033
fig8,v3,burst,243,0.2,176.6,7074.0000,16262.5344,14586.1043,0.9550,18.7,214.7,0.993,0.004,0.003,138.4,0.486,0.5712
fig8,reactive,burst,243,0.2,176.2,11584.2847,25583.5256,23064.9984,0.9660,18.7,210.4,0.972,0.020,0.008,138.1,0.484,0.2614
fig8,fixed20,burst,243,0.2,175.3,3904.2500,8953.8644,8034.3221,0.9540,7.7,228.5,0.000,0.000,0.000,137.4,0.482,0.1554
hover,v3,random,244,0.0,146.7,0.0027,0.0445,0.0000,0.0120,4.0,47.6,0.994,0.003,0.003,137.8,0.484,0.0000
hover,reactive,random,244,0.0,148.7,2920.1490,7000.6294,6192.0418,0.9350,23.7,271.4,0.928,0.036,0.036,139.6,0.490,0.4456
hover,fixed20,random,244,0.0,147.8,10482.8862,23352.2946,21020.8820,0.9760,9.3,281.4,0.000,0.000,0.000,138.8,0.487,0.4850
hover,v3,random,244,0.2,156.6,0.1899,0.2030,0.1902,0.0230,5.0,61.1,0.993,0.004,0.003,147.0,0.516,0.0000
hover,reactive,random,244,0.2,150.0,8865.1926,20058.8864,18129.2245,0.9730,23.2,275.0,0.975,0.016,0.009,140.8,0.494,0.5178
hover,fixed20,random,244,0.2,151.7,6875.5429,15223.6993,13781.0063,0.9930,9.8,292.8,0.000,0.000,0.000,142.4,0.500,0.1974
step,v3,random,244,0.0,149.4,0.0151,0.2746,0.0004,0.0120,4.0,50.4,0.994,0.003,0.003,140.3,0.492,0.0000
step,reactive,random,244,0.0,155.5,19228.6033,39526.1032,36900.1913,0.9480,23.5,285.0,0.948,0.023,0.029,146.0,0.512,0.4725
step,fixed20,random,244,0.0,150.1,10483.2402,23352.7833,21021.3706,0.9760,9.7,293.0,0.000,0.000,0.000,141.0,0.495,0.4850
step,v3,random,244,0.2,162.2,0.1900,0.3715,0.1902,0.0200,5.0,61.3,0.993,0.004,0.003,152.3,0.535,0.0000
step,reactive,random,244,0.2,158.5,17273.6939,40357.8979,36128.2343,0.9630,24.6,292.3,0.960,0.024,0.016,148.9,0.522,0.6145
step,fixed20,random,244,0.2,153.4,7392.6770,16178.1482,14705.1710,0.9890,9.9,294.6,0.000,0.000,0.000,144.0,0.505,0.2006
circle,v3,random,244,0.0,151.9,10398.4051,22638.6114,20582.8011,0.9970,24.6,281.5,0.993,0.004,0.003,142.6,0.500,0.4671
circle,reactive,random,244,0.0,150.9,5248.7192,12059.2430,10816.9036,0.9920,23.9,278.8,0.999,0.001,0.000,141.7,0.497,0.5675
circle,fixed20,random,244,0.0,158.5,8194.9840,16694.2354,15486.1550,0.9990,10.1,295.2,0.000,0.000,0.000,148.9,0.522,0.5859
circle,v3,random,244,0.2,153.5,9198.9122,18095.5057,16310.4267,0.9990,25.6,281.1,0.993,0.004,0.003,144.2,0.506,0.5293
circle,reactive,random,244,0.2,155.0,11858.5529,26542.2967,23945.3854,0.9950,24.0,286.1,0.997,0.003,0.000,145.5,0.511,0.5971
circle,fixed20,random,244,0.2,155.5,3660.6070,8174.9451,7378.6881,1.0000,7.8,300.3,0.000,0.000,0.000,146.1,0.512,0.0000
fig8,v3,random,244,0.0,172.3,7274.6731,16260.6311,14673.8750,0.9910,26.3,317.4,0.993,0.004,0.003,161.8,0.568,0.5829
fig8,reactive,random,244,0.0,148.9,10560.7967,23616.0467,21309.2585,0.9930,23.4,272.7,0.992,0.006,0.002,139.8,0.491,0.5773
fig8,fixed20,random,244,0.0,152.5,11701.8592,18265.7405,18137.2694,0.9990,10.0,293.5,0.000,0.000,0.000,143.2,0.502,0.2255
fig8,v3,random,244,0.2,153.8,0.2022,0.7293,0.1961,0.0260,5.0,62.0,0.993,0.004,0.003,144.5,0.507,0.0000
fig8,reactive,random,244,0.2,151.2,7813.4655,17494.3367,15768.6025,0.9730,23.7,280.5,0.975,0.016,0.009,142.0,0.498,0.5392
fig8,fixed20,random,244,0.2,154.3,12203.6130,18873.2745,18806.1318,0.9990,10.0,293.8,0.000,0.000,0.000,144.9,0.509,0.2369
hover,v3,periodic,244,0.0,179.6,0.0088,0.0676,0.0018,0.2020,4.0,48.1,0.977,0.020,0.003,143.3,0.503,0.0000
hover,reactive,periodic,244,0.0,176.4,0.0084,0.0659,0.0017,0.2010,4.0,125.6,0.191,0.020,0.789,140.8,0.494,0.0000
hover,fixed20,periodic,244,0.0,175.8,0.0084,0.0659,0.0004,0.2000,4.0,125.7,0.000,0.000,0.000,140.3,0.492,0.0000
hover,v3,periodic,244,0.2,173.6,0.7884,5.9031,0.8976,0.2080,5.4,58.5,0.977,0.020,0.003,138.5,0.486,0.0065
hover,reactive,periodic,244,0.2,174.8,5881.0713,14118.6781,12535.0849,0.8940,17.9,215.9,0.906,0.030,0.064,139.5,0.490,0.5595
hover,fixed20,periodic,244,0.2,178.6,3660.2339,8174.4450,7378.1881,1.0000,7.7,237.2,0.000,0.000,0.000,142.5,0.500,0.0000
step,v3,periodic,244,0.0,182.4,0.0172,0.2746,0.0071,0.2020,4.0,51.0,0.977,0.020,0.003,145.6,0.511,0.0000
step,reactive,periodic,244,0.0,175.7,0.0174,0.2803,0.0065,0.2010,4.0,126.5,0.191,0.020,0.789,140.3,0.492,0.0000
step,fixed20,periodic,244,0.0,186.9,0.0174,0.2803,0.0032,0.2000,4.0,126.1,0.000,0.000,0.000,149.2,0.523,0.0000
step,v3,periodic,244,0.2,179.7,0.8205,5.9031,1.3026,0.2080,5.6,62.0,0.977,0.020,0.003,143.4,0.503,0.0111
step,reactive,periodic,244,0.2,174.4,6610.5979,15987.9172,14168.5449,0.9030,16.1,216.6,0.922,0.016,0.062,139.2,0.489,0.5168
step,fixed20,periodic,244,0.2,198.5,3660.6066,8174.9450,7378.6881,1.0000,7.6,243.6,0.000,0.000,0.000,158.4,0.556,0.0000
circle,v3,periodic,244,0.0,179.4,0.2796,1.6382,0.1920,0.2040,4.2,50.7,0.977,0.020,0.003,143.2,0.502,0.0022
circle,reactive,periodic,244,0.0,180.1,20884.6895,47224.5631,42518.1214,0.9970,17.9,220.9,0.999,0.001,0.000,143.8,0.504,0.8007
circle,fixed20,periodic,244,0.0,183.7,8832.3052,24995.2424,21153.5327,0.9990,7.9,243.3,0.000,0.000,0.000,146.6,0.514,0.2982
circle,v3,periodic,244,0.2,182.6,1.0626,6.5468,2.4025,0.2120,5.9,62.2,0.977,0.020,0.003,145.8,0.511,0.0177
circle,reactive,periodic,244,0.2,183.1,4339.8831,10206.0004,9101.0407,0.9390,18.1,225.9,0.979,0.016,0.005,146.2,0.513,0.1490
circle,fixed20,periodic,244,0.2,188.1,3660.6070,8174.9451,7378.6881,1.0000,8.0,249.7,0.000,0.000,0.000,150.2,0.527,0.0000
fig8,v3,periodic,244,0.0,187.9,0.3563,3.3510,0.1188,0.2050,4.3,53.0,0.977,0.020,0.003,150.0,0.526,0.0062
fig8,reactive,periodic,244,0.0,184.4,7947.0520,20541.2137,17882.0023,0.8240,16.7,227.1,0.851,0.045,0.104,147.2,0.517,0.4488
fig8,fixed20,periodic,244,0.0,178.7,8606.9058,18414.0865,16610.6626,0.9990,7.8,237.7,0.000,0.000,0.000,142.6,0.500,0.4897
fig8,v3,periodic,244,0.2,177.1,9408.4965,22334.5280,19883.7546,0.9280,18.0,216.4,0.977,0.020,0.003,141.4,0.496,0.5206
fig8,reactive,periodic,244,0.2,171.7,20237.7521,47143.8676,42223.6236,0.9390,18.6,208.2,0.970,0.028,0.002,137.1,0.481,0.5123
fig8,fixed20,periodic,244,0.2,181.7,3660.6069,8174.9450,7378.6883,1.0000,8.0,234.4,0.000,0.000,0.000,145.0,0.509,0.0000
hover,v3,burst,244,0.0,168.4,3532.5281,7733.0428,7006.2160,0.9930,19.5,210.9,0.994,0.003,0.003,135.2,0.474,0.4848
hover,reactive,burst,244,0.0,168.0,5894.8043,13125.9392,11855.1384,0.9940,18.8,203.3,0.993,0.003,0.004,134.8,0.473,0.5710
hover,fixed20,burst,244,0.0,173.2,4933.0241,11019.0305,9950.1505,0.9930,7.2,214.5,0.000,0.000,0.000,139.0,0.488,0.1663
hover,v3,burst,244,0.2,177.7,4145.7742,9248.9812,8349.9846,0.9940,18.8,216.9,0.993,0.004,0.003,142.7,0.501,0.3127
hover,reactive,burst,244,0.2,180.0,1015.6369,2286.6443,2043.6384,0.9940,19.1,218.8,0.993,0.003,0.004,144.4,0.507,0.1989
hover,fixed20,burst,244,0.2,179.4,3669.8025,8276.0660,7452.4705,0.9930,7.9,240.7,0.000,0.000,0.000,144.0,0.505,0.1602
step,v3,burst,244,0.0,178.5,5532.3187,12371.7240,11163.5111,0.9940,18.7,219.9,0.994,0.003,0.003,143.3,0.503,0.6149
step,reactive,burst,244,0.0,181.8,6217.8080,13808.5749,12478.9752,0.9900,19.5,227.1,0.993,0.003,0.004,145.9,0.512,0.5774
step,fixed20,burst,244,0.0,178.6,4933.3693,11019.4978,9950.6171,0.9930,7.8,239.9,0.000,0.000,0.000,143.4,0.503,0.1663
step,v3,burst,244,0.2,177.8,4768.1059,10702.2148,9649.1253,0.9940,18.7,221.9,0.993,0.004,0.003,142.7,0.501,0.3214
step,reactive,burst,244,0.2,179.4,9594.1205,21729.5049,19553.7765,0.9900,19.5,221.4,0.993,0.003,0.004,144.0,0.505,0.5716
step,fixed20,burst,244,0.2,175.4,3670.1625,8276.5602,7452.9642,0.9930,7.8,235.5,0.000,0.000,0.000,140.8,0.494,0.1602
circle,v3,burst,244,0.0,175.8,10338.6180,19454.6704,17652.9265,0.9990,19.3,218.1,0.993,0.004,0.003,141.1,0.495,0.6025
circle,reactive,burst,244,0.0,177.8,18438.2914,41626.0900,37435.2467,0.9960,19.7,220.1,0.999,0.001,0.000,142.7,0.501,0.6266
circle,fixed20,burst,244,0.0,176.3,8832.3052,24995.2424,21153.5327,0.9990,7.9,233.7,0.000,0.000,0.000,141.5,0.496,0.2982
circle,v3,burst,244,0.2,178.9,4413.9610,8381.6123,7844.4411,0.9980,19.8,220.9,0.993,0.004,0.003,143.6,0.504,0.3624
circle,reactive,burst,244,0.2,182.4,8773.8114,19594.3770,17685.9042,0.9950,19.7,227.5,0.995,0.005,0.000,146.4,0.514,0.5884
circle,fixed20,burst,244,0.2,180.5,9328.2390,18079.1266,16305.1130,0.9990,7.9,240.9,0.000,0.000,0.000,144.9,0.508,0.5293
fig8,v3,burst,244,0.0,180.4,12650.7569,28279.6693,25527.6806,0.9950,19.0,219.4,0.993,0.004,0.003,144.8,0.508,0.3314
fig8,reactive,burst,244,0.0,180.2,7146.4803,15986.2024,14425.5265,0.9960,19.2,219.6,0.994,0.004,0.002,144.7,0.508,0.1530
fig8,fixed20,burst,244,0.0,178.7,9784.4668,21885.6862,19747.9924,0.9940,7.8,240.0,0.000,0.000,0.000,143.4,0.503,0.2187
fig8,v3,burst,244,0.2,178.4,12487.7874,27995.0291,25248.1179,0.9950,19.0,217.3,0.993,0.004,0.003,143.2,0.503,0.3317
fig8,reactive,burst,244,0.2,179.5,12589.5649,28210.2689,25439.7607,0.9960,19.0,218.1,0.994,0.004,0.002,144.1,0.505,0.3508
fig8,fixed20,burst,244,0.2,178.2,5799.0298,12974.0654,11706.9052,0.9930,7.8,239.9,0.000,0.000,0.000,143.0,0.502,0.1632
